row,variant,area,notes,country_code,period,age,age_interval_width,death_rate,q,p,l,d,L,S,T,e,a,sex
55215,Estimates,Burundi,NA,108,2010-2015,0,1,0.090706741,0.0852,0.9148,1e5,8520,93929.072,0.89511721,5418404.1,54.184041,0.28745,male
55216,Estimates,Burundi,NA,108,2010-2015,1,4,0.013348342,0.0516,0.9484,91480,4720.368,353629.53,0.95744891,5324475.1,58.203706,1.3962924,male
55217,Estimates,Burundi,NA,108,2010-2015,5,5,0.0049320726,0.02436,0.97564,86759.632,2113.4646,428514.5,0.98039069,4970845.5,57.294452,2.5,male
55218,Estimates,Burundi,NA,108,2010-2015,10,5,0.0029698881,0.01474,0.98526,84646.167,1247.6845,420111.63,0.98379571,4542331,53.662572,2.5,male
55219,Estimates,Burundi,NA,108,2010-2015,15,5,0.0037289838,0.01848,0.98152,83398.483,1541.204,413304.02,0.97808618,4122219.4,49.42799,2.606807,male
55220,Estimates,Burundi,NA,108,2010-2015,20,5,0.0051473785,0.02542,0.97458,81857.279,2080.812,404246.94,0.97306883,3708915.4,45.309537,2.5781331,male
55221,Estimates,Burundi,NA,108,2010-2015,25,5,0.0057124527,0.02816684,0.97183316,79776.467,2247.051,393360.1,0.96969642,3304668.5,41.424101,2.5424527,male
55222,Estimates,Burundi,NA,108,2010-2015,30,5,0.0066817834,0.032873957,0.96712604,77529.416,2548.6987,381439.88,0.96328905,2911308.4,37.551016,2.5645623,male
55223,Estimates,Burundi,NA,108,2010-2015,35,5,0.0083258517,0.040800154,0.95919985,74980.717,3059.2248,367436.86,0.95597057,2529868.5,33.740254,2.5592757,male
55224,Estimates,Burundi,NA,108,2010-2015,40,5,0.0096520164,0.047139677,0.95286032,71921.492,3390.3559,351258.82,0.94996898,2162431.6,30.066556,2.5375336,male
55225,Estimates,Burundi,NA,108,2010-2015,45,5,0.010979686,0.053461195,0.9465388,68531.136,3663.7565,333684.99,0.94047542,1811172.8,26.428466,2.5515036,male
55226,Estimates,Burundi,NA,108,2010-2015,50,5,0.013793272,0.066730603,0.9332694,64867.38,4328.6394,313822.53,0.92510746,1477487.8,22.777054,2.5709755,male
55227,Estimates,Burundi,NA,108,2010-2015,55,5,0.01771943,0.084975293,0.91502471,60538.741,5144.2972,290319.56,0.89835932,1163665.3,19.221828,2.5945909,male
55228,Estimates,Burundi,NA,108,2010-2015,60,5,0.025930284,0.12208645,0.87791356,55394.443,6762.9107,260811.29,0.85239748,873345.7,15.765944,2.6103587,male
55229,Estimates,Burundi,NA,108,2010-2015,65,5,0.039004861,0.17830738,0.82169262,48631.533,8671.3612,222314.88,0.78255038,612534.42,12.595417,2.5963659,male
55230,Estimates,Burundi,NA,108,2010-2015,70,5,0.060825938,0.26481484,0.73518516,39960.172,10582.046,173972.6,0.68136872,390219.53,9.7652117,2.5592376,male
55231,Estimates,Burundi,NA,108,2010-2015,75,5,0.095229169,0.38424565,0.61575435,29378.125,11288.417,118539.49,0.54818903,216246.94,7.3608148,2.4884751,male
55232,Estimates,Burundi,NA,108,2010-2015,80,5,0.14915533,0.5357974,0.4642026,18089.708,9692.4187,64982.046,0.334932559698722,97707.452,5.4012729,2.3725344,male
55233,Estimates,Burundi,NA,108,2010-2015,85,15,0.256598481265437,NA,NA,8397.2897,8397.2897,32725.407,NA,32725.407,3.8971392,3.8971392,male
55234,Estimates,Comoros,NA,174,2010-2015,0,1,0.066613678,0.063340391,0.93665961,1e5,6334.0391,95086.164,0.92930106,6120244.8,61.202448,0.22421765,male
55235,Estimates,Comoros,NA,174,2010-2015,1,4,0.0054008509,0.021309364,0.97869064,93665.961,1995.962,369564.37,0.98190554,6025158.6,64.326021,1.4451033,male
55236,Estimates,Comoros,NA,174,2010-2015,5,5,0.0016459468,0.0081919012,0.9918081,91669.999,750.95157,456242.93,0.99330313,5655594.2,61.695149,2.1941405,male
55237,Estimates,Comoros,NA,174,2010-2015,10,5,0.0012642911,0.0063018803,0.99369812,90919.047,572.96095,453187.53,0.99203935,5199351.3,57.186601,2.5431061,male
55238,Estimates,Comoros,NA,174,2010-2015,15,5,0.0020536329,0.010219281,0.98978072,90346.086,923.27203,449579.87,0.98750328,4746163.8,52.533142,2.6707135,male
55239,Estimates,Comoros,NA,174,2010-2015,20,5,0.0029301055,0.014547231,0.98545277,89422.814,1300.8543,443961.59,0.98501026,4296583.9,48.047961,2.5766074,male
55240,Estimates,Comoros,NA,174,2010-2015,25,5,0.0030543644,0.015157335,0.98484266,88121.96,1335.6941,437306.72,0.98403325,3852622.3,43.719208,2.5270716,male
55241,Estimates,Comoros,NA,174,2010-2015,30,5,0.0034414334,0.017064136,0.98293586,86786.266,1480.9326,430324.36,0.98102211,3415315.6,39.353181,2.5643926,male
55242,Estimates,Comoros,NA,174,2010-2015,35,5,0.0043124486,0.021341379,0.97865862,85305.333,1820.5334,422157.71,0.97530006,2984991.2,34.991848,2.6001777,male
55243,Estimates,Comoros,NA,174,2010-2015,40,5,0.0058163429,0.028685047,0.97131495,83484.8,2394.7654000000002,411730.44,0.96595273,2562833.5,30.698205,2.6224986,male
55244,Estimates,Comoros,NA,174,2010-2015,45,5,0.0082285247,0.040357415,0.95964258,81090.034,3272.5842,397712.14,0.95109729,2151103.1,26.527342,2.6354986,male
55245,Estimates,Comoros,NA,174,2010-2015,50,5,0.012120398,0.058916055,0.94108394,77817.45,4584.6972,378262.94,0.9281445,1753390.9,22.532105,2.6390344,male
55246,Estimates,Comoros,NA,174,2010-2015,55,5,0.018148668,0.087005915,0.91299409,73232.753,6371.6827,351082.67,0.89361297,1375128,18.7775,2.6331061,male
55247,Estimates,Comoros,NA,174,2010-2015,60,5,0.027508806,0.1290795,0.8709205,66861.07,8630.3934,313732.03,0.8433207,1024045.3,15.316018,2.6161777,male
55248,Estimates,Comoros,NA,174,2010-2015,65,5,0.041691508,0.1894294,0.8105706,58230.677,11030.602,264576.71,0.77024394,710313.31,12.198266,2.5906419,male
55249,Estimates,Comoros,NA,174,2010-2015,70,5,0.064506731,0.27851094,0.72148906,47200.075,13145.737,203788.61,0.66603547,445736.6,9.443557,2.5496419,male
55250,Estimates,Comoros,NA,174,2010-2015,75,5,0.10079004,0.40171905,0.59828095,34054.338,13680.276,135730.44,0.53048602,241947.99,7.1047626,2.4751061,male
55251,Estimates,Comoros,NA,174,2010-2015,80,5,0.15676864,0.55402936,0.44597064,20374.062,11287.828,72003.103,0.322116686189494,106217.54,5.2133711,2.3540344,male
55252,Estimates,Comoros,NA,174,2010-2015,85,15,0.26556719722478,NA,NA,9086.2332,9086.2332,34214.442,NA,34214.442,3.7655253,3.7655253,male
55253,Estimates,Djibouti,NA,262,2010-2015,0,1,0.062879288,0.059921548,0.94007845,1e5,5992.1548,95296.162,0.92816681,6004433.8,60.044338,0.21500053,male
55254,Estimates,Djibouti,NA,262,2010-2015,1,4,0.0078955337,0.030973714,0.96902629,94007.845,2911.7721,368787.25,0.97309575,5909137.7,62.857921,1.5121214,male
55255,Estimates,Djibouti,NA,262,2010-2015,5,5,0.0031156493,0.015445448,0.98455455,91096.073,1407.0197,451597.59,0.98809779,5540350.4,60.818762,2.240426,male
55256,Estimates,Djibouti,NA,262,2010-2015,10,5,0.0020143689,0.010021924,0.98997808,89689.053,898.85689,446222.58,0.98827653,5088752.8,56.737725,2.5272106,male
55257,Estimates,Djibouti,NA,262,2010-2015,15,5,0.0028308469,0.014059873,0.98594013,88790.196,1248.3789,440991.31,0.98327037,4642530.2,52.286518,2.6291844,male
55258,Estimates,Djibouti,NA,262,2010-2015,20,5,0.0038650233,0.019144302,0.9808557,87541.818,1675.927,433613.68,0.97985111,4201538.9,47.99465,2.5563345,male
55259,Estimates,Djibouti,NA,262,2010-2015,25,5,0.0042629819,0.021093851,0.97890615,85865.891,1811.2423,424876.85,0.97719136,3767925.3,43.881514,2.5416858,male
55260,Estimates,Djibouti,NA,262,2010-2015,30,5,0.0050521115,0.024954788,0.97504521,84054.648,2097.5659,415185.99,0.97177728,3343048.4,39.77232,2.5746869,male
55261,Estimates,Djibouti,NA,262,2010-2015,35,5,0.0064580099,0.031792278,0.96820772,81957.082,2605.6023,403468.31,0.9650347,2927862.4,35.724337,2.5755694,male
55262,Estimates,Djibouti,NA,262,2010-2015,40,5,0.0077193816,0.037877371,0.96212263,79351.48,3005.6255,389360.92,0.95906036,2524394.1,31.812817,2.5391203,male
55263,Estimates,Djibouti,NA,262,2010-2015,45,5,0.0091650284,0.04482772,0.95517228,76345.855,3422.4106,373420.62,0.94932024,2135033.2,27.96528,2.5722815,male
55264,Estimates,Djibouti,NA,262,2010-2015,50,5,0.011775414,0.057242694,0.94275731,72923.444,4174.3344,354495.75,0.93621917,1761612.6,24.157013,2.5753105,male
55265,Estimates,Djibouti,NA,262,2010-2015,55,5,0.01489602,0.071910405,0.9280896,68749.11,4943.7763,331885.72,0.9133916,1407116.8,20.467419,2.601059,male
55266,Estimates,Djibouti,NA,262,2010-2015,60,5,0.022088144,0.10494163,0.89505837,63805.333,6695.8358,303141.63,0.87204213,1075231.1,16.851743,2.6276244,male
55267,Estimates,Djibouti,NA,262,2010-2015,65,5,0.033571545,0.15539822,0.84460178,57109.497,8874.7143,264352.27,0.80947437,772089.46,13.519458,2.6117299,male
55268,Estimates,Djibouti,NA,262,2010-2015,70,5,0.052576387,0.23324727,0.76675273,48234.783,11250.631,213986.39,0.71547245,507737.19,10.52637,2.5834665,male
55269,Estimates,Djibouti,NA,262,2010-2015,75,5,0.083800685,0.34690533,0.65309467,36984.152,12829.999,153101.36,0.58632899,293750.8,7.9426129,2.5199223,male
55270,Estimates,Djibouti,NA,262,2010-2015,80,5,0.1334891,0.49610596,0.50389404,24154.153,11983.019,89767.769,0.361762321982939,140649.44,5.822992,2.412756,male
55271,Estimates,Djibouti,NA,262,2010-2015,85,15,0.239204692239243,NA,NA,12171.134,12171.134,50881.668,NA,50881.668,4.18052,4.18052,male
55272,Estimates,Eritrea,NA,232,2010-2015,0,1,0.05116099,0.04911,0.95089,1e5,4911,95991.106,0.94579039,6137145.2,61.371452,0.18369125,male
55273,Estimates,Eritrea,NA,232,2010-2015,1,4,0.0036708144,0.01455,0.98545,95089,1383.5449,376904.09,0.98762769,6041154.1,63.531577,1.5050316,male
55274,Estimates,Eritrea,NA,232,2010-2015,5,5,0.0012700196,0.00633,0.99367,93705.455,593.15553,467044.39,0.99446248,5664250,60.447389,2.5,male
55275,Estimates,Eritrea,NA,232,2010-2015,10,5,9.502521e-4,0.00474,0.99526,93112.3,441.3523,464458.12,0.99294891,5197205.7,55.816532,2.5,male
55276,Estimates,Eritrea,NA,232,2010-2015,15,5,0.0020636716,0.01027,0.98973,92670.947,951.73063,461183.18,0.98782044,4732747.5,51.070456,2.7183111,male
55277,Estimates,Eritrea,NA,232,2010-2015,20,5,0.0027662766,0.01374,0.98626,91719.217,1260.222,455566.17,0.98481432,4271564.4,46.572185,2.5957331,male
55278,Estimates,Eritrea,NA,232,2010-2015,25,5,0.0033590845,0.01666,0.98334,90458.995,1507.0468,448648.09,0.98134443,3815998.2,42.18484,2.5801144,male
55279,Estimates,Eritrea,NA,232,2010-2015,30,5,0.0042023431,0.0208,0.9792,88951.948,1850.2005,440278.31,0.97733899,3367350.1,37.855833,2.5778662,male
55280,Estimates,Eritrea,NA,232,2010-2015,35,5,0.005090874,0.02515,0.97485,87101.747,2190.6089,430301.15,0.96841562,2927071.8,33.605202,2.6227701,male
55281,Estimates,Eritrea,NA,232,2010-2015,40,5,0.007971301,0.03912,0.96088,84911.138,3321.7237,416710.36,0.9546659,2496770.6,29.404513,2.6381747,male
55282,Estimates,Eritrea,NA,232,2010-2015,45,5,0.010701685,0.05218,0.94782,81589.415,4257.3356,397819.17,0.93658322,2080060.3,25.494242,2.6210706,male
55283,Estimates,Eritrea,NA,232,2010-2015,50,5,0.015863224,0.07643,0.92357,77332.079,5910.4908,372590.76,0.90972084,1682241.1,21.753471,2.619549,male
55284,Estimates,Eritrea,NA,232,2010-2015,55,5,0.022261723,0.10565,0.89435,71421.588,7545.6908,338953.58,0.87601336,1309650.3,18.336898,2.5940758,male
55285,Estimates,Eritrea,NA,232,2010-2015,60,5,0.031130393,0.14471,0.85529,63875.897,9243.4811,296927.86,0.83339691,970696.77,15.196605,2.5710857,male
55286,Estimates,Eritrea,NA,232,2010-2015,65,5,0.042750642,0.19364,0.80636,54632.416,10579.021,247458.76,0.76355815,673768.9,12.332768,2.5703502,male
55287,Estimates,Eritrea,NA,232,2010-2015,70,5,0.066911566,0.28699,0.71301,44053.395,12642.884,188949.16,0.67257246,426310.14,9.6771233,2.5228895,male
55288,Estimates,Eritrea,NA,232,2010-2015,75,5,0.093164761,0.37693,0.62307,31410.511,11839.564,127082,0.55606534,237360.98,7.5567373,2.4686096,male
55289,Estimates,Eritrea,NA,232,2010-2015,80,5,0.14610795,0.52756,0.47244,19570.947,10324.849,70665.894,0.359207983243951,110278.98,5.6348312,2.3666596,male
55290,Estimates,Eritrea,NA,232,2010-2015,85,15,0.233410173518523,NA,NA,9246.0983,9246.0983,39613.09,NA,39613.09,4.2843034,4.2843034,male
55291,Estimates,Ethiopia,NA,231,2010-2015,0,1,0.052216625,0.050088949,0.94991105,1e5,5008.8949,95925.291,0.94008929,6191752.2,61.917522,0.18650573,male
55292,Estimates,Ethiopia,NA,231,2010-2015,1,4,0.0062546124,0.024633586,0.97536641,94991.105,2339.9716,374119.35,0.97872004,6095826.9,64.172608,1.502082,male
55293,Estimates,Ethiopia,NA,231,2010-2015,5,5,0.0027941386,0.01387378,0.98612622,92651.134,1285.4214,460042.11,0.98791747,5721707.6,61.755397,2.5,male
55294,Estimates,Ethiopia,NA,231,2010-2015,10,5,0.0020638078,0.010266071,0.98973393,91365.712,937.96689,454483.64,0.98826053,5261665.4,57.58906,2.5,male
55295,Estimates,Ethiopia,NA,231,2010-2015,15,5,0.0027830404000000002,0.013823166,0.98617683,90427.745,1249.9977,449148.25,0.98419259,4807181.8,53.160474,2.6076124,male
55296,Estimates,Ethiopia,NA,231,2010-2015,20,5,0.0035570178,0.017631909,0.98236809,89177.747,1572.3739,442048.38,0.98173018,4358033.6,48.86907,2.557603,male
55297,Estimates,Ethiopia,NA,231,2010-2015,25,5,0.0038023102,0.018835569,0.98116443,87605.374,1650.0971,433972.23,0.97959676,3915985.2,44.700285,2.5427903,male
55298,Estimates,Ethiopia,NA,231,2010-2015,30,5,0.0045373321,0.022440747,0.97755925,85955.276,1928.9006,425117.79,0.97420079,3482012.9,40.509589,2.5848478,male
55299,Estimates,Ethiopia,NA,231,2010-2015,35,5,0.0059789893,0.029469306,0.97053069,84026.376,2476.199,414150.09,0.96750479,3056895.2,36.380186,2.584286,male
55300,Estimates,Ethiopia,NA,231,2010-2015,40,5,0.0072188967,0.035469642,0.96453036,81550.177,2892.5556,400692.2,0.96152775,2642745.1,32.406368,2.5597058,male
55301,Estimates,Ethiopia,NA,231,2010-2015,45,5,0.0085593841,0.04192513,0.95807487,78657.621,3297.731,385276.67,0.95254636,2242052.9,28.503949,2.5706212,male
55302,Estimates,Ethiopia,NA,231,2010-2015,50,5,0.011037269,0.053750216,0.94624978,75359.89,4050.6104,366993.89,0.94003856,1856776.2,24.638786,2.5792385,male
55303,Estimates,Ethiopia,NA,231,2010-2015,55,5,0.013981652,0.067642079,0.93235792,71309.28,4823.5079,344988.41,0.91810631,1489782.3,20.891843,2.6038205,male
55304,Estimates,Ethiopia,NA,231,2010-2015,60,5,0.020893389,0.099535419,0.90046458,66485.772,6617.6892,316736.03,0.87818309,1144793.9,17.21863,2.6286547,male
55305,Estimates,Ethiopia,NA,231,2010-2015,65,5,0.031951599,0.14844986,0.85155014,59868.083,8887.4086,278152.23,0.81748444,828057.86,13.831374,2.6159323,male
55306,Estimates,Ethiopia,NA,231,2010-2015,70,5,0.050170325,0.22377078,0.77622922,50980.674,11407.985,227385.12,0.72586469,549905.63,10.786551,2.587808,male
55307,Estimates,Ethiopia,NA,231,2010-2015,75,5,0.080431337,0.33546517,0.66453483,39572.689,13275.259,165050.83,0.59859786,322520.51,8.1500783,2.5282882,male
55308,Estimates,Ethiopia,NA,231,2010-2015,80,5,0.12844751,0.48257549,0.51742451,26297.43,12690.495,98799.074,0.372583528460844,157469.68,5.9880255,2.424208,male
55309,Estimates,Ethiopia,NA,231,2010-2015,85,15,0.231920804982271,NA,NA,13606.935,13606.935,58670.609,NA,58670.609,4.3118167,4.3118167,male
55310,Estimates,Kenya,NA,404,2010-2015,0,1,0.044843587,0.04322666,0.95677334,1e5,4322.666,96394.296,0.94985579,6303991.9,63.039919,0.1658611,male
55311,Estimates,Kenya,NA,404,2010-2015,1,4,0.0044980346,0.017795827,0.98220417,95677.334,1702.6572,378533.6,0.98417273,6207597.6,64.880546,1.5475183,male
55312,Estimates,Kenya,NA,404,2010-2015,5,5,0.0019343051,0.0096208436,0.99037916,93974.677,904.11567,467411.09,0.99224452,5829064,62.02803,2.2765677,male
55313,Estimates,Kenya,NA,404,2010-2015,10,5,0.0014023703,0.0069882444,0.99301176,93070.561,650.39983,463786.09,0.99108253,5361652.9,57.608473,2.5911481,male
55314,Estimates,Kenya,NA,404,2010-2015,15,5,0.0022790427,0.011334785,0.98866522,92420.161,1047.5626,459650.29,0.9862939,4897866.9,52.995654,2.6607471,male
55315,Estimates,Kenya,NA,404,2010-2015,20,5,0.0031836858,0.015796036,0.98420396,91372.599,1443.3248,453350.28,0.98301754,4438216.6,48.57273,2.5662338,male
55316,Estimates,Kenya,NA,404,2010-2015,25,5,0.0036803043,0.018238024,0.98176198,89929.274,1640.1323,445651.28,0.97975316,3984866.3,44.311114,2.5641637,male
55317,Estimates,Kenya,NA,404,2010-2015,30,5,0.0046120416,0.022808554,0.97719145,88289.141,2013.7476,436628.25,0.9722706,3539215,40.08664,2.6077132,male
55318,Estimates,Kenya,NA,404,2010-2015,35,5,0.0068058124,0.033488216,0.96651178,86275.394,2889.209,424520.81,0.96142992,3102586.8,35.961433,2.6269763,male
55319,Estimates,Kenya,NA,404,2010-2015,40,5,0.0087554766,0.042855079,0.95714492,83386.185,3573.5216,408147.01,0.95403147,2678066,32.116423,2.5419432,male
55320,Estimates,Kenya,NA,404,2010-2015,45,5,0.01021822,0.049852022,0.95014798,79812.663,3978.8226,389385.09,0.94511494,2269918.9,28.440586,2.567565,male
55321,Estimates,Kenya,NA,404,2010-2015,50,5,0.01231887,0.059782181,0.94021782,75833.841,4533.5124,368013.67,0.93619163,1880533.9,24.798083,2.5393167,male
55322,Estimates,Kenya,NA,404,2010-2015,55,5,0.014317652,0.069184527,0.93081547,71300.328,4932.8795,344531.31,0.91891593,1512520.2,21.213369,2.5733589,male
55323,Estimates,Kenya,NA,404,2010-2015,60,5,0.020243861,0.096570105,0.9034299,66367.449,6409.1115,316595.31,0.88301504,1167988.9,17.598821,2.6218341,male
55324,Estimates,Kenya,NA,404,2010-2015,65,5,0.030344561,0.14148287,0.85851713,59958.337,8483.0776,279558.43,0.82670579,851393.57,14.199753,2.6148678,male
55325,Estimates,Kenya,NA,404,2010-2015,70,5,0.047285128,0.2122998,0.7877002,51475.26,10928.187,231112.57,0.73897969,571835.14,11.108932,2.5966984,male
55326,Estimates,Kenya,NA,404,2010-2015,75,5,0.075913306,0.31975288,0.68024712,40547.072,12965.043,170787.49,0.61509914,340722.57,8.4031363,2.5358456,male
55327,Estimates,Kenya,NA,404,2010-2015,80,5,0.12232348,0.46589153,0.53410847,27582.029,12850.234,105051.24,0.381815455643414,169935.08,6.1610797,2.4429333,male
55328,Estimates,Kenya,NA,404,2010-2015,85,15,0.227048759152421,NA,NA,14731.795,14731.795,64883.84,NA,64883.84,4.4043403,4.4043403,male
55329,Estimates,Madagascar,NA,450,2010-2015,0,1,0.040120323,0.03880336,0.96119664,1e5,3880.336,96717.467,0.95282615,6302090,63.0209,0.15405966,male
55330,Estimates,Madagascar,NA,450,2010-2015,1,4,0.005112621,0.020196073,0.97980393,96119.664,1941.2397,379695.61,0.98260476,6205372.5,64.558825,1.5360855,male
55331,Estimates,Madagascar,NA,450,2010-2015,5,5,0.002363779,0.011749462,0.98825054,94178.424,1106.5459,468125.76,0.98950108,5825676.9,61.857872,2.5,male
55332,Estimates,Madagascar,NA,450,2010-2015,10,5,0.001855267,0.0092335083,0.99076649,93071.878,859.37996,463210.94,0.98947723,5357551.2,57.563587,2.5,male
55333,Estimates,Madagascar,NA,450,2010-2015,15,5,0.0024527583,0.012191287,0.98780871,92212.498,1124.1891,458336.68,0.98703851,4894340.2,53.076755,2.5753062,male
55334,Estimates,Madagascar,NA,450,2010-2015,20,5,0.0027292472,0.013554982,0.98644502,91088.309,1234.7004,452395.95,0.98597605,4436003.5,48.700032,2.5333321,male
55335,Estimates,Madagascar,NA,450,2010-2015,25,5,0.0029579596,0.014683913,0.98531609,89853.609,1319.4026,446051.57,0.98346687,3983607.6,44.33442,2.5621762,male
55336,Estimates,Madagascar,NA,450,2010-2015,30,5,0.0037888069,0.018773108,0.98122689,88534.206,1662.0622,438676.95,0.9786814,3537556,39.956941,2.5969098,male
55337,Estimates,Madagascar,NA,450,2010-2015,35,5,0.0048917729,0.024175301,0.9758247,86872.144,2100.1602,429324.97,0.97214614,3098879.1,35.671723,2.6022065,male
55338,Estimates,Madagascar,NA,450,2010-2015,40,5,0.0064984251,0.031994364,0.96800564,84771.984,2712.2257,417366.61,0.96301157,2669554.1,31.490995,2.6059125,male
55339,Estimates,Madagascar,NA,450,2010-2015,45,5,0.0086791122,0.042510311,0.95748969,82059.758,3488.3858,401928.88,0.9512213,2252187.5,27.4457,2.6006348,male
55340,Estimates,Madagascar,NA,450,2010-2015,50,5,0.011489093,0.055905199,0.9440948,78571.372,4392.5482,382323.31,0.9348041,1850258.6,23.548763,2.6019496,male
55341,Estimates,Madagascar,NA,450,2010-2015,55,5,0.015881715,0.076518923,0.92348108,74178.824,5676.0837,357397.4,0.90642287,1467935.3,19.789142,2.6221771,male
55342,Estimates,Madagascar,NA,450,2010-2015,60,5,0.024207574,0.11447893,0.88552107,68502.74,7842.1205,323953.18,0.85753661,1110537.9,16.211584,2.6332261,male
55343,Estimates,Madagascar,NA,450,2010-2015,65,5,0.038349045,0.1756235,0.8243765,60660.62,10653.43,277801.71,0.78631626,786584.73,12.966975,2.606274,male
55344,Estimates,Madagascar,NA,450,2010-2015,70,5,0.059161516,0.25842767,0.74157233,50007.19,12923.242,218440,0.69170708,508783.02,10.174197,2.5551065,male
55345,Estimates,Madagascar,NA,450,2010-2015,75,5,0.090274568,0.36781873,0.63218127,37083.948,13640.171,151096.49,0.57322143,290343.02,7.8293449,2.4836644,male
55346,Estimates,Madagascar,NA,450,2010-2015,80,5,0.13490972,0.49841656,0.50158344,23443.778,11684.767,86611.748,0.377997053140211,139246.53,5.9395942,2.3805948,male
55347,Estimates,Madagascar,NA,450,2010-2015,85,15,0.223407623070233,NA,NA,11759.011,11759.011,52634.778,NA,52634.778,4.476123,4.476123,male
55348,Estimates,Malawi,NA,454,2010-2015,0,1,0.07407695,0.070101684,0.92989832,1e5,7010.1684,94633.599,0.92278703,5824263.1,58.242631,0.23448328,male
55349,Estimates,Malawi,NA,454,2010-2015,1,4,0.0052248692,0.020607335,0.97939267,92989.832,1916.2726,366759.92,0.98364393,5729629.5,61.615656,1.2867068,male
55350,Estimates,Malawi,NA,454,2010-2015,5,5,0.0012367054,0.0061628747,0.99383713,91073.559,561.27493,453846.93,0.99440135,5362869.6,58.885034,2.2903386,male
55351,Estimates,Malawi,NA,454,2010-2015,10,5,0.0011736078,0.0058517608,0.99414824,90512.284,529.65623,451306,0.9934451,4909022.7,54.235983,2.6297471,male
55352,Estimates,Malawi,NA,454,2010-2015,15,5,0.0013962633,0.006957026,0.99304297,89982.628,626.01148,448347.73,0.99221321,4457716.7,49.539747,2.4993989,male
55353,Estimates,Malawi,NA,454,2010-2015,20,5,0.0018331648,0.0091263009,0.9908737,89356.616,815.49536,444856.54,0.98847583000000006,4009368.9,44.869301,2.6375846,male
55354,Estimates,Malawi,NA,454,2010-2015,25,5,0.0030034568,0.014916345,0.98508366,88541.121,1320.7099,439729.94,0.97921754,3564512.4,40.25827,2.7469189,male
55355,Estimates,Malawi,NA,454,2010-2015,30,5,0.0056894244,0.028087651,0.97191235,87220.411,2449.8165,430591.27,0.95940691,3124782.4,35.826275,2.750531,male
55356,Estimates,Malawi,NA,454,2010-2015,35,5,0.01125017,0.054825416,0.94517458,84770.595,4647.5831,413112.24,0.93281871,2694191.2,31.782143,2.6889636,male
55357,Estimates,Malawi,NA,454,2010-2015,40,5,0.016172495,0.077783067,0.92221693,80123.012,6232.2136,385358.83,0.91658279,2281078.9,28.46971,2.5520367,male
55358,Estimates,Malawi,NA,454,2010-2015,45,5,0.018578617,0.088809624,0.91119038,73890.798,6562.2139,353213.27,0.90865877,1895720.1,25.655699,2.5251159,male
55359,Estimates,Malawi,NA,454,2010-2015,50,5,0.019252489,0.091775177,0.90822482,67328.584,6179.0927,320950.34,0.90893956,1542506.8,22.910133,2.4603742,male
55360,Estimates,Malawi,NA,454,2010-2015,55,5,0.019100242,0.091121081,0.90887892,61149.491,5572.0077,291724.46,0.90382914,1221556.5,19.97656,2.4833129,male
55361,Estimates,Malawi,NA,454,2010-2015,60,5,0.022115543,0.10491991,0.89508009,55577.484,5831.1845,263669.07,0.87856617,929832.04,16.730373,2.56167,male
55362,Estimates,Malawi,NA,454,2010-2015,65,5,0.030931927,0.14403892,0.85596108,49746.299,7165.4031,231650.72,0.82014451,666162.97,13.391207,2.6162159,male
55363,Estimates,Malawi,NA,454,2010-2015,70,5,0.050761373,0.22648665,0.77351335,42580.896,9644.0044,189987.07,0.71186658,434512.25,10.204394,2.6236622,male
55364,Estimates,Malawi,NA,454,2010-2015,75,5,0.088475159,0.36329664,0.63670336,32936.892,11965.862,135245.44,0.55669225,244525.18,7.4240517,2.5397498,male
55365,Estimates,Malawi,NA,454,2010-2015,80,5,0.15141323,0.54360306,0.45639694,20971.029,11399.916,75290.09,0.311033408388417,109279.74,5.210986,2.4065548,male
55366,Estimates,Malawi,NA,454,2010-2015,85,15,0.281589062269845,NA,NA,9571.1137,9571.1137,33989.65,NA,33989.65,3.5512743,3.5512743,male
55367,Estimates,Mauritius,1,480,2010-2015,0,1,0.013526088,0.01336,0.98664,1e5,1336,98772.096,0.985844,7066816.1,70.668161,0.080910001,male
55368,Estimates,Mauritius,1,480,2010-2015,1,4,5.3786644e-4,0.0021487068,0.99785129,98664,212.00001,394149.9,0.99825125,6968044,70.623976,1.6127463,male
55369,Estimates,Mauritius,1,480,2010-2015,5,5,1.625818e-4,8.1257872e-4,0.99918742,98452,80,492060,0.99902451,6573894.1,66.772581,2.5,male
55370,Estimates,Mauritius,1,480,2010-2015,10,5,2.2783677e-4,0.0011385354,0.99886146,98372,112,491580,0.99779876,6081834.1,61.82485,2.5,male
55371,Estimates,Mauritius,1,480,2010-2015,15,5,7.6452924e-4,0.0038164055,0.99618359,98260,375,490497.91,0.99481089,5590254.1,56.89247,2.8611065,male
55372,Estimates,Mauritius,1,480,2010-2015,20,5,0.0012993063,0.0064769883,0.99352301,97885,634,487952.67,0.9922219,5099756.2,52.099466,2.6777112,male
55373,Estimates,Mauritius,1,480,2010-2015,25,5,0.001817591,0.0090487501,0.99095125,97251,880,484157.33,0.98980295,4611803.5,47.421657,2.6162802,male
55374,Estimates,Mauritius,1,480,2010-2015,30,5,0.0023120888,0.011497235,0.98850277,96371,1108,479220.35,0.98613498,4127646.2,42.830791,2.622156,male
55375,Estimates,Mauritius,1,480,2010-2015,35,5,0.0033433779,0.016585663,0.98341434,95263,1580,472575.95,0.98066252,3648425.8,38.298456,2.6335132,male
