row,variant,area,notes,country_code,period,age,age_interval_width,death_rate,q,p,l,d,L,S,T,e,a,sex
55260,Estimates,Djibouti,NA,262,2010-2015,30,5,0.0044769644,0.022146749,0.97785325,86538.797,1916.553,428092.09,0.97432111,3615757.4,41.781924,2.5988691,female
55261,Estimates,Djibouti,NA,262,2010-2015,35,5,0.0059315511,0.029236343,0.97076366,84622.244,2474.045,417099.16,0.96836408,3187665.3,37.669355,2.5699472,female
55262,Estimates,Djibouti,NA,262,2010-2015,40,5,0.0068007669,0.03343781,0.96656219,82148.199,2746.8559,403903.85,0.9653303,2770566.2,33.726438,2.5109174,female
55263,Estimates,Djibouti,NA,262,2010-2015,45,5,0.007424134,0.03645624,0.96354376,79401.343,2894.6745,389900.62,0.95989321,2366662.3,29.806326,2.5451136,female
55264,Estimates,Djibouti,NA,262,2010-2015,50,5,0.0091183754,0.044606179,0.95539382,76506.669,3412.6702,374262.96,0.95013352,1976761.7,25.83777,2.5765643,female
55265,Estimates,Djibouti,NA,262,2010-2015,55,5,0.011625009,0.056555268,0.94344473,73093.999,4133.8507,355599.78,0.93133325,1602498.7,21.923807,2.6123442,female
55266,Estimates,Djibouti,NA,262,2010-2015,60,5,0.017505936,0.084072458,0.91592754,68960.148,5797.6492,331181.9,0.8948305,1246899,18.081443,2.650972,female
55267,Estimates,Djibouti,NA,262,2010-2015,65,5,0.027879922,0.1308096,0.8691904,63162.499,8262.2612,296351.67,0.83520171,915717.06,14.497797,2.6446122,female
55268,Estimates,Djibouti,NA,262,2010-2015,70,5,0.045617845,0.20566448,0.79433552,54900.238,11291.029,247513.42,0.74523353,619365.4,11.281652,2.609804,female
55269,Estimates,Djibouti,NA,262,2010-2015,75,5,0.07429616,0.3142529,0.6857471,43609.209,13704.32,184455.3,0.6186701,371851.98,8.5269141,2.5488937,female
55270,Estimates,Djibouti,NA,262,2010-2015,80,5,0.12127565,0.46278757,0.53721243,29904.889,13839.611,114116.98,0.391040577666584,187396.68,6.266423,2.4415851,female
55271,Estimates,Djibouti,NA,262,2010-2015,85,15,0.219232293232488,NA,NA,16065.278,16065.278,73279.706,NA,73279.706,4.5613718,4.5613718,female
55272,Estimates,Eritrea,NA,232,2010-2015,0,1,0.042140543,0.04072,0.95928,1e5,4072,96629.034,0.95515105,6555004.4,65.550044,0.17216,female
55273,Estimates,Eritrea,NA,232,2010-2015,1,4,0.0028555809,0.01134,0.98866,95928,1087.8235,380946.49,0.99060537,6458375.4,67.325237,1.4577486,female
55274,Estimates,Eritrea,NA,232,2010-2015,5,5,9.4020478e-4,0.00469,0.99531,94840.176,444.80043,473088.88,0.9958637,6077428.9,64.080742,2.5,female
55275,Estimates,Eritrea,NA,232,2010-2015,10,5,7.1728394e-4,0.00358,0.99642,94395.376,337.93545,471132.04,0.99561299,5604340,59.370916,2.5,female
55276,Estimates,Eritrea,NA,232,2010-2015,15,5,0.0011249231,0.00561,0.99439,94057.441,527.66224,469065.18,0.99291932,5133207.9,54.575246,2.6840809,female
55277,Estimates,Eritrea,NA,232,2010-2015,20,5,0.0017551498,0.00874,0.99126,93529.778,817.45026,465743.88,0.98929585,4664142.8,49.867998,2.669568,female
55278,Estimates,Eritrea,NA,232,2010-2015,25,5,0.0025836231,0.01284,0.98716,92712.328,1190.4263,460758.49,0.98469609,4198398.9,45.284149,2.6452524,female
55279,Estimates,Eritrea,NA,232,2010-2015,30,5,0.0036168439,0.01793,0.98207,91521.902,1640.9877,453707.08,0.97918659,3737640.4,40.838754,2.6219021,female
55280,Estimates,Eritrea,NA,232,2010-2015,35,5,0.0048090097,0.02377,0.97623,89880.914,2136.4693,444263.89,0.97352451,3283933.3,36.536492,2.5938422,female
55281,Estimates,Eritrea,NA,232,2010-2015,40,5,0.0059544251,0.02935,0.97065,87744.445,2575.2995,432501.78,0.96688615,2839669.4,32.362954,2.5845754,female
55282,Estimates,Eritrea,NA,232,2010-2015,45,5,0.0076598873,0.03761,0.96239,85169.145,3203.2116,418179.98,0.9557072,2407167.6,28.263377,2.6068571,female
55283,Estimates,Eritrea,NA,232,2010-2015,50,5,0.010736481,0.05235,0.94765,81965.934,4290.9166,399657.62,0.93657547,1988987.7,24.266028,2.6293995,female
55284,Estimates,Eritrea,NA,232,2010-2015,55,5,0.015870783,0.07648,0.92352,77675.017,5940.5853,374309.52,0.90693912,1589330,20.461277,2.6322936,female
55285,Estimates,Eritrea,NA,232,2010-2015,60,5,0.023744828,0.11237,0.88763,71734.432,8060.7981,339475.95,0.86394584,1215020.5,16.937759,2.6185724,female
55286,Estimates,Eritrea,NA,232,2010-2015,65,5,0.035554817,0.16377,0.83623,63673.634,10427.831,293288.84,0.80293186,875544.56,13.750504,2.5949618,female
55287,Estimates,Eritrea,NA,232,2010-2015,70,5,0.053449083,0.23639,0.76361,53245.803,12586.775,235490.95,0.71926547,582255.73,10.935242,2.5579081,female
55288,Estimates,Eritrea,NA,232,2010-2015,75,5,0.080119983,0.33377,0.66623,40659.027,13570.764,169380.51,0.61045157,346764.78,8.5286048,2.500905,female
55289,Estimates,Eritrea,NA,232,2010-2015,80,5,0.11961438,0.45658,0.54342,27088.264,12367.96,103398.6,0.41709261480739,177384.27,6.5483808,2.4092152,female
55290,Estimates,Eritrea,NA,232,2010-2015,85,15,0.198961563888826,NA,NA,14720.304,14720.304,73985.669,NA,73985.669,5.0260964,5.0260964,female
55291,Estimates,Ethiopia,NA,231,2010-2015,0,1,0.042814153,0.041351863,0.95864814,1e5,4135.1863,96584.565,0.94950292,6550391.3,65.503913,0.17405559,female
55292,Estimates,Ethiopia,NA,231,2010-2015,1,4,0.0055026627,0.021706868,0.97829313,95864.814,2080.9249,378166.89,0.98226219,6453806.7,67.321955,1.4567206,female
55293,Estimates,Ethiopia,NA,231,2010-2015,5,5,0.0022207747,0.011042566,0.98895743,93783.889,1035.6148,466330.41,0.98994459,6075639.8,64.783407,2.5,female
55294,Estimates,Ethiopia,NA,231,2010-2015,10,5,0.0018196883,0.009057238,0.99094276,92748.274,840.04319,461641.26,0.99062813,5609309.4,60.478855,2.5,female
55295,Estimates,Ethiopia,NA,231,2010-2015,15,5,0.0019801245,0.009852657,0.99014734,91908.231,905.54027,457314.82,0.98952739,5147668.1,56.008783,2.541429,female
55296,Estimates,Ethiopia,NA,231,2010-2015,20,5,0.0022644356,0.011260271,0.98873973,91002.691,1024.715,452525.54,0.98739454,4690353.3,51.54082,2.5720919,female
55297,Estimates,Ethiopia,NA,231,2010-2015,25,5,0.0028629292,0.014217008,0.98578299,89977.976,1279.2176,446821.25,0.98369324,4237827.8,47.098501,2.6011649,female
55298,Estimates,Ethiopia,NA,231,2010-2015,30,5,0.0037868953,0.018765462,0.98123454,88698.758,1664.4732,439535.04,0.97752564,3791006.5,42.740244,2.6216201,female
55299,Estimates,Ethiopia,NA,231,2010-2015,35,5,0.0053307441,0.026315955,0.97368405,87034.285,2290.3903,429656.77,0.97129493,3351471.5,38.507486,2.5922658,female
55300,Estimates,Ethiopia,NA,231,2010-2015,40,5,0.0062197511,0.030629321,0.96937068,84743.895,2595.6479,417323.45,0.96821823,2921814.7,34.478174,2.5358647,female
55301,Estimates,Ethiopia,NA,231,2010-2015,45,5,0.0067385122,0.033144522,0.96685548,82148.247,2722.7644,404060.17,0.96345567,2504491.3,30.487459,2.5462198,female
55302,Estimates,Ethiopia,NA,231,2010-2015,50,5,0.008305931,0.040710481,0.95928952,79425.482,3233.4496,389294.06,0.95444117,2100431.1,26.445305,2.5774012,female
55303,Estimates,Ethiopia,NA,231,2010-2015,55,5,0.010616659,0.051773227,0.94822677,76192.033,3944.7074,371558.28,0.93668914,1711137.1,22.458215,2.6165822,female
55304,Estimates,Ethiopia,NA,231,2010-2015,60,5,0.016163106,0.077861984,0.92213802,72247.325,5625.3201,348034.6,0.90195703,1339578.8,18.541569,2.653107,female
55305,Estimates,Ethiopia,NA,231,2010-2015,65,5,0.026022691,0.12261477,0.87738523,66622.005,8168.8417,313912.26,0.84446454,991544.18,14.883133,2.6498788,female
55306,Estimates,Ethiopia,NA,231,2010-2015,70,5,0.0430506,0.19523644,0.80476356,58453.163,11412.187,265087.77,0.75672771,677631.92,11.592733,2.6185066,female
55307,Estimates,Ethiopia,NA,231,2010-2015,75,5,0.070690189,0.30144782,0.69855218,47040.976,14180.4,200599.26,0.63209388,412544.15,8.7698892,2.559616,female
55308,Estimates,Ethiopia,NA,231,2010-2015,80,5,0.11621417,0.44843017,0.55156982,32860.576,14735.674,126797.56,0.401742769075489,211944.89,6.4498227,2.4547945,female
55309,Estimates,Ethiopia,NA,231,2010-2015,85,15,0.212865193388348,NA,NA,18124.902,18124.902,85147.327,NA,85147.327,4.6978089,4.6978089,female
55310,Estimates,Kenya,NA,404,2010-2015,0,1,0.036455002,0.035365989,0.96463401,1e5,3536.5989,97012.719,0.9583643,6778628.9,67.786289,0.15532364,female
55311,Estimates,Kenya,NA,404,2010-2015,1,4,0.0038365521,0.015199681,0.98480032,96463.401,1466.2129,382169.43,0.98741494,6681616.2,69.265816,1.4872871,female
55312,Estimates,Kenya,NA,404,2010-2015,5,5,0.0014295543,0.0071201678,0.99287983,94997.188,676.39592,473151.61,0.99390464,6299446.8,66.311929,2.2880876,female
55313,Estimates,Kenya,NA,404,2010-2015,10,5,0.0011680078,0.0058234901,0.99417651,94320.792,549.2762,470267.59,0.99341039,5826295.2,61.771059,2.5670249,female
55314,Estimates,Kenya,NA,404,2010-2015,15,5,0.0015154636,0.0075500239,0.99244998,93771.516,707.97719,467168.71,0.99109503,5356027.6,57.117852,2.6145105,female
55315,Estimates,Kenya,NA,404,2010-2015,20,5,0.0020916995,0.010406598,0.9895934,93063.539,968.47484,463008.58,0.98818044,4888858.9,52.532484,2.615724,female
55316,Estimates,Kenya,NA,404,2010-2015,25,5,0.0026522857,0.013176778,0.98682322,92095.064,1213.5162,457536.03,0.98546259,4425850.3,48.057411,2.5778704,female
55317,Estimates,Kenya,NA,404,2010-2015,30,5,0.0032489247,0.016118676,0.98388132,90881.548,1464.8902,450884.64,0.98110762,3968314.3,43.664686,2.594974,female
55318,Estimates,Kenya,NA,404,2010-2015,35,5,0.004453626,0.022033191,0.97796681,89416.658,1970.1343,442366.35,0.97496038,3517429.6,39.337521,2.6057807,female
55319,Estimates,Kenya,NA,404,2010-2015,40,5,0.0056187176,0.027711735,0.97228827,87446.523,2423.2949,431289.67,0.97082385,3075063.3,35.165072,2.5475753,female
55320,Estimates,Kenya,NA,404,2010-2015,45,5,0.0062619628,0.030837729,0.96916227,85023.228,2621.9233,418706.3,0.96548813,2643773.6,31.094722,2.5552893,female
55321,Estimates,Kenya,NA,404,2010-2015,50,5,0.007922086,0.038865288,0.96113471,82401.305,3202.5505,404255.96,0.95690581,2225067.3,27.002816,2.5798772,female
55322,Estimates,Kenya,NA,404,2010-2015,55,5,0.0099005505,0.048357809,0.95164219,79198.755,3829.8782,386834.88,0.94140512,1820811.4,22.990404,2.6085673,female
55323,Estimates,Kenya,NA,404,2010-2015,60,5,0.014876872,0.071882269,0.92811773,75368.876,5417.6859,364168.34,0.90929133,1433976.5,19.026109,2.660247,female
55324,Estimates,Kenya,NA,404,2010-2015,65,5,0.024029588,0.11375132,0.88624868,69951.191,7957.0403,331135.11,0.85486063,1069808.1,15.293637,2.6598281,female
55325,Estimates,Kenya,NA,404,2010-2015,70,5,0.040100454,0.18310455,0.81689545,61994.15,11351.411,283074.37,0.76994122,738673.03,11.915205,2.6305693,female
55326,Estimates,Kenya,NA,404,2010-2015,75,5,0.06672745,0.28717423,0.71282577,50642.739,14543.29,217950.63,0.64580208,455598.66,8.9963273,2.575303,female
55327,Estimates,Kenya,NA,404,2010-2015,80,5,0.11168335,0.43545712,0.56454288,36099.45,15719.762,140752.97,0.407725100856085,237648.03,6.5831484,2.4716996,female
55328,Estimates,Kenya,NA,404,2010-2015,85,15,0.210327399205169,NA,NA,20379.688,20379.688,96895.067,NA,96895.067,4.7544923,4.7544923,female
55329,Estimates,Madagascar,NA,450,2010-2015,0,1,0.035733546,0.034685065,0.96531494,1e5,3468.5065,97065.835,0.95828452,6600080,66.0008,0.15405519,female
55330,Estimates,Madagascar,NA,450,2010-2015,1,4,0.0041853347,0.016565762,0.98343424,96531.494,1599.1177,382076.43,0.98601956,6503014.2,67.366762,1.4676368,female
55331,Estimates,Madagascar,NA,450,2010-2015,5,5,0.0018780957,0.0093465939,0.99065341,94932.376,887.29436,472443.64,0.99171793,6120937.7,64.47682,2.5,female
55332,Estimates,Madagascar,NA,450,2010-2015,10,5,0.0014467147,0.0072075056,0.99279249,94045.081,677.83045,468530.83,0.99139163,5648494.1,60.061558,2.5,female
55333,Estimates,Madagascar,NA,450,2010-2015,15,5,0.002106051,0.010477502,0.9895225,93367.251,978.25552,464497.55,0.98846054,5179963.3,55.479445,2.6093058,female
55334,Estimates,Madagascar,NA,450,2010-2015,20,5,0.0024968337,0.012408296,0.9875917,92388.995,1146.39,459137.49,0.9869955,4715465.7,51.039257,2.5510214,female
55335,Estimates,Madagascar,NA,450,2010-2015,25,5,0.0027584956,0.013700378,0.98629962,91242.605,1250.0582,453166.64,0.98466591,4256328.2,46.648473,2.5630028,female
55336,Estimates,Madagascar,NA,450,2010-2015,30,5,0.0034730103,0.017220524,0.98277948,89992.547,1549.7188,446217.74,0.98086904,3803161.6,42.26085,2.5834364,female
55337,Estimates,Madagascar,NA,450,2010-2015,35,5,0.0042627321,0.021095182,0.97890482,88442.828,1865.7176,437681.17,0.97698578,3356943.8,37.956089,2.5703858,female
55338,Estimates,Madagascar,NA,450,2010-2015,40,5,0.0050809638,0.025095111,0.97490489,86577.111,2172.6622,427608.28,0.97215114,2919262.7,33.718643,2.5710541,female
55339,Estimates,Madagascar,NA,450,2010-2015,45,5,0.0063077541,0.031066284,0.96893372,84404.449,2622.1325,415699.87,0.96457989,2491654.4,29.520416,2.5888432,female
55340,Estimates,Madagascar,NA,450,2010-2015,50,5,0.0082898014,0.040644596,0.9593554,81782.316,3324.0092,400975.73,0.95190962,2075954.5,25.383905,2.612568,female
55341,Estimates,Madagascar,NA,450,2010-2015,55,5,0.01176353,0.057228522,0.94277148,78458.307,4490.053,381692.66,0.92945201,1674978.8,21.348648,2.6394765,female
55342,Estimates,Madagascar,NA,450,2010-2015,60,5,0.018213236,0.087353947,0.91264605,73968.254,6461.419,354765.01,0.88605747,1293286.1,17.48434,2.6667262,female
55343,Estimates,Madagascar,NA,450,2010-2015,65,5,0.0314193,0.14630239,0.85369761,67506.835,9876.4114,314342.19,0.81517378,938521.12,13.902609,2.6517798,female
55344,Estimates,Madagascar,NA,450,2010-2015,70,5,0.051670386,0.22974325,0.77025675,57630.424,13240.201,256243.51,0.7208007,624178.94,10.830719,2.5900208,female
55345,Estimates,Madagascar,NA,450,2010-2015,75,5,0.081144065,0.33762727,0.66237273,44390.223,14987.35,184700.5,0.60180634,367935.43,8.2886593,2.5145297,female
55346,Estimates,Madagascar,NA,450,2010-2015,80,5,0.12471962,0.47148711,0.52851289,29402.873,13863.076,111153.93,0.393380214132753,183234.93,6.2318716,2.4132412,female
55347,Estimates,Madagascar,NA,450,2010-2015,85,15,0.215587990481273,NA,NA,15539.797,15539.797,72080.996,NA,72080.996,4.6384773,4.6384773,female
55348,Estimates,Malawi,NA,454,2010-2015,0,1,0.065952028,0.062759802,0.9372402,1e5,6275.9802,95159.777,0.92990972,6307137.3,63.071373,0.22877023,female
55349,Estimates,Malawi,NA,454,2010-2015,1,4,0.0050088461,0.019762774,0.98023723,93724.02,1852.2466,369795.08,0.98511668,6211977.5,66.279461,1.2460485,female
55350,Estimates,Malawi,NA,454,2010-2015,5,5,0.0010508555,0.0052391323,0.99476087,91871.773,481.32837,458034.79,0.99539271,5842182.4,63.590613,2.2491194,female
55351,Estimates,Malawi,NA,454,2010-2015,10,5,9.4751644e-4,0.0047269269,0.99527307,91390.445,431.99595,455924.49,0.99486497,5384147.6,58.913682,2.6209589,female
55352,Estimates,Malawi,NA,454,2010-2015,15,5,0.0010903096,0.0054370564,0.99456294,90958.449,494.54622,453583.3,0.99308127,4928223.1,54.181037,2.5554555,female
55353,Estimates,Malawi,NA,454,2010-2015,20,5,0.001865706,0.009289872,0.99071013,90463.903,840.39808,450445.08,0.98663139,4474639.8,49.463263,2.7695928,female
55354,Estimates,Malawi,NA,454,2010-2015,25,5,0.0037155497,0.018424594,0.98157541,89623.505,1651.2767,444423.26,0.97531228,4024194.7,44.901109,2.7627841,female
55355,Estimates,Malawi,NA,454,2010-2015,30,5,0.0063714565,0.031393057,0.96860694,87972.228,2761.7172,433451.46,0.95994272,3579771.5,40.692063,2.679098,female
55356,Estimates,Malawi,NA,454,2010-2015,35,5,0.009834554,0.04802278,0.95197722,85210.511,4092.0456,416088.58,0.9493494,3146320,36.924084,2.5650384,female
55357,Estimates,Malawi,NA,454,2010-2015,40,5,0.010522304,0.051239277,0.94876072,81118.465,4156.4515,395013.44,0.95166599,2730231.4,33.657336,2.4548282,female
55358,Estimates,Malawi,NA,454,2010-2015,45,5,0.0094147734,0.045986449,0.95401355,76962.014,3539.2097,375920.86,0.95389451,2335218,30.342475,2.4883627,female
55359,Estimates,Malawi,NA,454,2010-2015,50,5,0.0095056782,0.046424679,0.95357532,73422.804,3408.6301,358588.84,0.95238821,1959297.1,26.685131,2.4989433,female
55360,Estimates,Malawi,NA,454,2010-2015,55,5,0.010246007,0.04997807,0.95002193,70014.174,3499.1733,341515.79,0.94317823,1600708.3,22.862632,2.5551132,female
55361,Estimates,Malawi,NA,454,2010-2015,60,5,0.013696711,0.066328663,0.93367134,66515,4411.851,322110.26,0.91873834,1259192.5,18.930955,2.6280373,female
55362,Estimates,Malawi,NA,454,2010-2015,65,5,0.021204463,0.10104389,0.89895611,62103.149,6275.1436,295935.04,0.86668314,937082.25,15.089126,2.6764349,female
55363,Estimates,Malawi,NA,454,2010-2015,70,5,0.038024391,0.17468954,0.82531046,55828.006,9752.5686,256481.91,0.76960482,641147.21,11.484329,2.6767026,female
55364,Estimates,Malawi,NA,454,2010-2015,75,5,0.069836311,0.29918261,0.70081739,46075.437,13784.97,197389.72,0.61658004,384665.3,8.3485979,2.6069972,female
55365,Estimates,Malawi,NA,454,2010-2015,80,5,0.12920162,0.48697607,0.51302393,32290.468,15724.685,121706.56,0.350120512241906,187275.58,5.7997172,2.4723958,female
55366,Estimates,Malawi,NA,454,2010-2015,85,15,0.252646478175046,NA,NA,16565.783,16565.783,65569.022,NA,65569.022,3.9580999,3.9580999,female
55367,Estimates,Mauritius,1,480,2010-2015,0,1,0.010612443,0.01051,0.98949,1e5,1051,99034.688,0.98848464,7774394.7,77.743947,0.08153,female
55368,Estimates,Mauritius,1,480,2010-2015,1,4,5.9715445e-4,0.002385067,0.99761493,98949,236,395207.63,0.99828056,7675360,77.568849,1.5069212,female
55369,Estimates,Mauritius,1,480,2010-2015,5,5,1.3984809e-4,6.9899608e-4,0.999301,98713,69,493392.5,0.99916395,7280152.4,73.750695,2.5,female
55370,Estimates,Mauritius,1,480,2010-2015,10,5,1.9473407e-4,9.7319655e-4,0.9990268,98644,96,492980,0.99877556,6786759.9,68.800534,2.5,female
55371,Estimates,Mauritius,1,480,2010-2015,15,5,3.2089273e-4,0.0016032796,0.99839672,98548,158,492376.38,0.9979451,6293779.9,63.86512,2.6985787,female
55372,Estimates,Mauritius,1,480,2010-2015,20,5,5.0675202e-4,0.002530745,0.99746926,98390,249,491364.59,0.99706958,5801403.5,58.963345,2.6489545,female
55373,Estimates,Mauritius,1,480,2010-2015,25,5,6.5928501e-4,0.0032911831,0.99670882,98141,323,489924.68,0.99650693,5310038.9,54.106224,2.5841597,female
55374,Estimates,Mauritius,1,480,2010-2015,30,5,7.6401025e-4,0.0038132041,0.9961868,97818,373,488213.34,0.99484154,4820114.2,49.276352,2.6497175,female
55375,Estimates,Mauritius,1,480,2010-2015,35,5,0.0013629955,0.0067935759,0.99320642,97445,662,485694.91,0.99190046,4331900.9,44.45483,2.6886927,female
55376,Estimates,Mauritius,1,480,2010-2015,40,5,0.0019158877,0.0095367988,0.9904632,96783,923,481761.01,0.98780986,3846206,39.740512,2.6663146,female
55377,Estimates,Mauritius,1,480,2010-2015,45,5,0.003086859,0.015324431,0.98467557000000006,95860,1469,475888.27,0.98111595,3364445,35.097485,2.6775174,female
55378,Estimates,Mauritius,1,480,2010-2015,50,5,0.004632668,0.02291532,0.97708468,94391,2163,466901.57,0.97158782,2888556.7,30.602035,2.6636958,female
55379,Estimates,Mauritius,1,480,2010-2015,55,5,0.0070937951,0.03489179,0.96510821,92228,3218,453635.88,0.95626287,2421655.1,26.257266,2.6680805,female
55380,Estimates,Mauritius,1,480,2010-2015,60,5,0.011143509,0.054308505,0.9456915,89010,4834,433795.15,0.93086953,1968019.2,22.110091,2.6717316,female
55381,Estimates,Mauritius,1,480,2010-2015,65,5,0.01808291,0.086746816,0.91325318,84176,7302,403806.69,0.89038101,1534224.1,18.226384,2.6618307,female
55382,Estimates,Mauritius,1,480,2010-2015,70,5,0.029034176,0.13579364,0.86420636,76874,10439,359541.81,0.83693588,1130417.4,14.704808,2.6215927,female
55383,Estimates,Mauritius,1,480,2010-2015,75,5,0.043334721,0.19628208,0.80371792,66435,13040,300913.44,0.75215242,770875.58,11.603456,2.602641,female
55384,Estimates,Mauritius,1,480,2010-2015,80,5,0.073295374,0.31068724,0.68931276,53395,16589.145,226332.77,0.518402120647421,469962.14,8.8016132,2.5500709,female
55385,Estimates,Mauritius,1,480,2010-2015,85,15,0.151073145825273,NA,NA,36805.855,36805.855,243629.37,NA,243629.37,6.6193101,6.6193101,female
55386,Estimates,Mayotte,NA,175,2010-2015,0,1,0.0038145217,0.0038009133,0.99619909,1e5,380.09133,99643.247,0.99598555,8290193.8,82.901938,0.06140274,female
55387,Estimates,Mayotte,NA,175,2010-2015,1,4,1.3158367e-4,5.2616284e-4,0.99947384,99619.909,52.416294,398349.53,0.99945821,8190550.5,82.218009,1.5178235,female
55388,Estimates,Mayotte,NA,175,2010-2015,5,5,9.2013132e-5,4.5995985e-4,0.99954004,99567.492,45.797049,497722.97,0.99961759,7792201,78.260493,2.5,female
55389,Estimates,Mayotte,NA,175,2010-2015,10,5,6.0974108e-5,3.0482407e-4,0.99969518,99521.695,30.336609,497532.64,0.99948366,7294478,73.295356,2.5,female
55390,Estimates,Mayotte,NA,175,2010-2015,15,5,1.654143e-4,8.2677047e-4,0.99917323,99491.359,82.256518,497275.74,0.998934,6796945.4,68.316942,2.7989032,female
55391,Estimates,Mayotte,NA,175,2010-2015,20,5,2.5642567e-4,0.0012813549,0.99871865,99409.102,127.37834,496745.64,0.9985342,6299669.7,63.371155,2.645856,female
55392,Estimates,Mayotte,NA,175,2010-2015,25,5,3.3399506e-4,0.0016686596,0.99833134,99281.724,165.6674,496017.51,0.99795458,5802924,58.449066,2.6392025,female
55393,Estimates,Mayotte,NA,175,2010-2015,30,5,5.0187493e-4,0.0025064513,0.99749355,99116.056,248.42957,495002.95,0.99686973,5306906.5,53.542349,2.6760684,female
55394,Estimates,Mayotte,NA,175,2010-2015,35,5,7.8154551e-4,0.0039007342,0.99609927,98867.627,385.65633,493453.45,0.99476407,4811903.6,48.670163,2.7060386,female
55395,Estimates,Mayotte,NA,175,2010-2015,40,5,0.0013598799,0.0067781332,0.99322187,98481.971,667.52391,490869.77,0.99154269,4318450.1,43.850159,2.6928387,female
55396,Estimates,Mayotte,NA,175,2010-2015,45,5,0.0019991914,0.0099478463,0.99005215,97814.447,973.04308,486718.33,0.99006181,3827580.3,39.131033,2.5808822,female
55397,Estimates,Mayotte,NA,175,2010-2015,50,5,0.00204546,0.010178175,0.98982182,96841.404,985.6688,481881.23,0.98574997,3340862,34.498282,2.640394,female
55398,Estimates,Mayotte,NA,175,2010-2015,55,5,0.0040031781,0.019837804,0.9801622,95855.735,1901.5673,475014.41,0.97245194,2858980.8,29.825871,2.7574992,female
55399,Estimates,Mayotte,NA,175,2010-2015,60,5,0.0073276203,0.036026481,0.96397352,93954.167,3384.838,461928.68,0.95710002,2383966.4,25.373716,2.6831525,female
55400,Estimates,Mayotte,NA,175,2010-2015,65,5,0.010376016,0.050650267,0.94934973,90569.33,4587.3607,442111.95,0.93449991,1922037.7,21.221728,2.6599414,female
55401,Estimates,Mayotte,NA,175,2010-2015,70,5,0.017516263,0.084167726,0.91583227,85981.969,7236.9068,413153.58,0.89095638,1479925.7,17.212048,2.6846102,female
55402,Estimates,Mayotte,NA,175,2010-2015,75,5,0.029987736,0.14018073,0.85981927,78745.062,11038.54,368101.82,0.81164355,1066772.2,13.547163,2.678725,female
55403,Estimates,Mayotte,NA,175,2010-2015,80,5,0.055750552,0.24600956,0.75399044,67706.522,16656.451,298767.47,0.572377046553558,698670.33,10.319099,2.6126284,female
55404,Estimates,Mayotte,NA,175,2010-2015,85,15,0.127656175554509,NA,NA,51050.07,51050.07,399902.86,NA,399902.86,7.8335419,7.8335419,female
55405,Estimates,Mozambique,NA,508,2010-2015,0,1,0.063821171,0.060812536,0.93918746,1e5,6081.2536,95285.835,0.92476424,5808075.2,58.080752,0.22480374,female
55406,Estimates,Mozambique,NA,508,2010-2015,1,4,0.0092929047,0.036322789,0.96367721,93918.746,3411.3908,367096.28,0.9698012,5712789.3,60.826934,1.4852775,female
55407,Estimates,Mozambique,NA,508,2010-2015,5,5,0.0033034262,0.016366826,0.98363317,90507.356,1481.3182,448418.74,0.98743419,5345693.1,59.063631,2.2200152,female
55408,Estimates,Mozambique,NA,508,2010-2015,10,5,0.002088874,0.01038932,0.98961068,89026.037,924.91998,442783.99,0.98893261,4897274.3,55.009461,2.4633528,female
55409,Estimates,Mozambique,NA,508,2010-2015,15,5,0.0025205696,0.012527831,0.98747217,88101.118,1103.7159,437883.53,0.98468098,4454490.3,50.56111,2.6243366,female
55410,Estimates,Mozambique,NA,508,2010-2015,20,5,0.0038091568,0.018878902,0.9811211,86997.402,1642.4154,431175.58,0.97595453,4016606.8,46.169273,2.6793777,female
55411,Estimates,Mozambique,NA,508,2010-2015,25,5,0.0060349894,0.029753041,0.97024696,85354.986,2539.5704,420807.76,0.96497208,3585431.2,42.006113,2.6503241,female
55412,Estimates,Mozambique,NA,508,2010-2015,30,5,0.0081729465,0.040074301,0.9599257,82815.416,3318.7699,406067.74,0.95405945,3164623.5,38.212975,2.5866548,female
55413,Estimates,Mozambique,NA,508,2010-2015,35,5,0.010493016,0.051135845,0.94886415,79496.646,4065.1282,387412.76,0.94730606,2758555.7,34.700278,2.522719,female
55414,Estimates,Mozambique,NA,508,2010-2015,40,5,0.010976498,0.053404173,0.94659583,75431.518,4028.3578,366998.46,0.94611321,2371142.9,31.434379,2.4780963,female
55415,Estimates,Mozambique,NA,508,2010-2015,45,5,0.01131696,0.055032559,0.94496744,71403.16,3929.4986,347222.09,0.94215619,2004144.5,28.068008,2.5076437,female
55416,Estimates,Mozambique,NA,508,2010-2015,50,5,0.012673584,0.061446255,0.93855375,67473.661,4146.0038,327137.44,0.93422261,1656922.4,24.556581,2.532355,female
55417,Estimates,Mozambique,NA,508,2010-2015,55,5,0.014832332,0.071580814,0.92841919,63327.657,4533.0452,305619.19,0.91710395,1329785,20.998487,2.5691631,female
55418,Estimates,Mozambique,NA,508,2010-2015,60,5,0.020495426,0.097705411,0.90229459,58794.612,5744.5517,280284.57,0.88142228,1024165.8,17.419381,2.6171348,female
55419,Estimates,Mozambique,NA,508,2010-2015,65,5,0.030992512,0.14432917,0.85567083,53050.061,7656.671,247049.06,0.82132633,743881.2,14.02225,2.6228259,female
55420,Estimates,Mozambique,NA,508,2010-2015,70,5,0.049271129,0.22024135,0.77975865,45393.39,9997.5014,202907.9,0.73087867,496832.14,10.945033,2.593494,female
