state,age,total_pop,total_citizen_pop,total_registered,pct_total_registered,pct_total_registered_moe,pct_citizen_registered,pct_citizen_registered_moe,total_voted,pct_total_voted,pct_total_voted_moe,pct_citizen_voted,pct_citizen_voted_moe
GEORGIA,65+,951,948,739,77.7,4,78,4,652,68.5,4.5,68.7,4.5
HAWAII,Total,1013,930,547,54.1,2.4,58.9,2.5,480,47.4,2.4,51.6,2.6
HAWAII,18 to 24,107,91,33,30.6,6.9,36,7.8,24,22.1,6.3,26,7.2
HAWAII,25 to 34,172,154,65,37.8,5.8,42.3,6.2,55,31.7,5.5,35.5,6
HAWAII,35 to 44,166,153,83,50.2,6.1,54.4,6.3,69,41.7,6,45.2,6.3
HAWAII,45 to 64,343,317,217,63.2,4.1,68.4,4.1,196,57,4.2,61.8,4.3
HAWAII,65+,224,215,149,66.6,4.9,69.6,4.9,137,61,5.1,63.7,5.1
IDAHO,Total,1129,1064,745,65.9,2.4,70,2.3,679,60.2,2.4,63.9,2.5
IDAHO,18 to 24,130,121,51,39,7.1,41.8,7.5,39,29.8,6.7,31.9,7.1
IDAHO,25 to 34,194,173,114,59,5.9,66.2,6,99,51,6,57.3,6.3
IDAHO,35 to 44,203,187,141,69.6,5.4,75.7,5.2,132,64.8,5.6,70.6,5.6
IDAHO,45 to 64,401,382,274,68.3,3.9,71.7,3.8,250,62.3,4,65.4,4.1
IDAHO,65+,201,201,164,81.6,4.6,81.6,4.6,160,79.5,4.7,79.5,4.7
ILLINOIS,Total,9651,8831,6425,66.6,1.4,72.7,1.4,5428,56.2,1.5,61.5,1.6
ILLINOIS,18 to 24,1228,1122,608,49.5,4.3,54.2,4.5,396,32.2,4,35.3,4.3
ILLINOIS,25 to 34,1707,1480,1020,59.7,3.6,68.9,3.6,846,49.6,3.6,57.2,3.9
ILLINOIS,35 to 44,1688,1481,1066,63.2,3.5,72,3.5,872,51.7,3.6,58.9,3.8
ILLINOIS,45 to 64,3407,3182,2471,72.5,2.3,77.7,2.2,2206,64.7,2.5,69.3,2.5
ILLINOIS,65+,1620,1566,1259,77.7,3.1,80.4,3,1108,68.4,3.5,70.7,3.4
INDIANA,Total,4852,4724,3270,67.4,2,69.2,2,2801,57.7,2.1,59.3,2.1
INDIANA,18 to 24,570,558,269,47.2,6.2,48.2,6.3,203,35.7,6,36.4,6.1
INDIANA,25 to 34,861,800,462,53.7,5.1,57.7,5.2,356,41.4,5,44.5,5.2
INDIANA,35 to 44,828,801,550,66.4,4.9,68.6,4.9,420,50.7,5.2,52.4,5.3
INDIANA,45 to 64,1754,1733,1329,75.8,3,76.7,3,1212,69.1,3.3,70,3.3
INDIANA,65+,840,832,660,78.6,4.2,79.4,4.2,610,72.6,4.6,73.3,4.6
IOWA,Total,2320,2232,1745,75.2,2.3,78.2,2.2,1548,66.7,2.5,69.4,2.5
IOWA,18 to 24,260,243,150,57.7,7.7,61.8,7.8,121,46.6,7.8,49.9,8.1
IOWA,25 to 34,402,379,276,68.7,5.8,72.9,5.7,238,59.2,6.2,62.8,6.2
IOWA,35 to 44,385,358,275,71.3,5.8,76.8,5.6,238,61.8,6.2,66.5,6.3
IOWA,45 to 64,828,812,652,78.7,3.6,80.3,3.5,586,70.8,4,72.2,3.9
IOWA,65+,444,440,392,88.1,3.9,88.9,3.8,365,82.1,4.6,82.8,4.5
KANSAS,Total,2120,1973,1467,69.2,2.4,74.4,2.4,1249,58.9,2.6,63.3,2.6
KANSAS,18 to 24,294,262,127,43.2,7,48.4,7.5,88,30.1,6.5,33.7,7.1
KANSAS,25 to 34,406,359,236,58.1,5.9,65.8,6.1,172,42.3,5.9,47.9,6.4
KANSAS,35 to 44,300,269,203,67.7,6.5,75.5,6.3,169,56.4,6.9,63,7.1
KANSAS,45 to 64,757,721,583,77,3.7,80.9,3.5,535,70.7,4,74.2,3.9
KANSAS,65+,363,363,318,87.6,4.2,87.6,4.2,285,78.3,5.2,78.3,5.2
KENTUCKY,Total,3291,3194,2303,70,2.4,72.1,2.4,1895,57.6,2.6,59.3,2.6
KENTUCKY,18 to 24,446,437,225,50.5,7,51.6,7.1,165,37.1,6.8,37.9,6.9
KENTUCKY,25 to 34,513,462,320,62.4,6.3,69.3,6.4,235,45.9,6.5,51,6.9
KENTUCKY,35 to 44,547,534,411,75.1,5.5,76.9,5.4,330,60.3,6.2,61.7,6.2
KENTUCKY,45 to 64,1173,1152,879,74.9,3.8,76.3,3.7,757,64.6,4.1,65.7,4.2
KENTUCKY,65+,613,608,468,76.4,5.1,77,5.1,408,66.6,5.7,67.1,5.7
LOUISIANA,Total,3321,3239,2498,75.2,2.2,77.1,2.2,2148,64.7,2.4,66.3,2.4
LOUISIANA,18 to 24,431,415,226,52.5,7.1,54.6,7.2,174,40.4,7,42,7.1
LOUISIANA,25 to 34,579,552,422,72.8,5.5,76.4,5.3,369,63.7,5.9,66.9,5.9
LOUISIANA,35 to 44,543,526,399,73.5,5.6,75.8,5.5,340,62.6,6.1,64.6,6.1
LOUISIANA,45 to 64,1199,1184,968,80.7,3.4,81.7,3.3,846,70.5,3.9,71.4,3.9
LOUISIANA,65+,568,562,483,84.9,4.4,85.9,4.3,420,73.8,5.4,74.7,5.4
MAINE,Total,1042,1020,787,75.5,2.4,77.1,2.4,700,67.2,2.7,68.6,2.7
MAINE,18 to 24,118,118,61,51.7,8.4,51.7,8.4,50,42.8,8.3,42.8,8.3
MAINE,25 to 34,134,131,93,69,7.3,70.6,7.3,78,58.1,7.8,59.5,7.8
MAINE,35 to 44,157,149,117,74.5,6.3,78.6,6.1,101,64.2,7,67.8,7
MAINE,45 to 64,413,407,329,79.7,3.6,80.9,3.6,300,72.7,4,73.7,4
MAINE,65+,219,215,187,85.2,4.4,86.9,4.2,170,77.7,5.1,79.2,5.1
MARYLAND,Total,4449,4007,2888,64.9,2.2,72.1,2.2,2609,58.7,2.2,65.1,2.3
MARYLAND,18 to 24,585,558,301,51.5,6.3,54,6.4,246,42.1,6.2,44.1,6.4
MARYLAND,25 to 34,777,621,439,56.5,5.4,70.6,5.6,393,50.6,5.5,63.3,5.9
MARYLAND,35 to 44,721,590,434,60.2,5.5,73.5,5.5,396,54.9,5.6,67.1,5.9
MARYLAND,45 to 64,1557,1450,1107,71.1,3.5,76.3,3.4,1025,65.8,3.7,70.7,3.6
MARYLAND,65+,809,787,607,75,4.6,77.1,4.6,550,67.9,5,69.8,5
MASSACHUSETTS,Total,5170,4774,3759,72.7,1.8,78.7,1.8,3382,65.4,2,70.8,2
MASSACHUSETTS,18 to 24,694,633,395,56.9,5.6,62.4,5.7,316,45.6,5.6,49.9,5.9
MASSACHUSETTS,25 to 34,810,705,526,65,5,74.6,4.9,450,55.6,5.2,63.8,5.4
MASSACHUSETTS,35 to 44,888,783,580,65.4,4.8,74.1,4.7,530,59.7,4.9,67.6,5
MASSACHUSETTS,45 to 64,1784,1677,1424,79.8,2.8,84.9,2.6,1327,74.4,3.1,79.2,3
MASSACHUSETTS,65+,994,975,833,83.8,3.5,85.4,3.4,759,76.3,4,77.8,4
MICHIGAN,Total,7496,7228,5620,75,1.5,77.8,1.5,4832,64.5,1.7,66.8,1.7
MICHIGAN,18 to 24,905,894,536,59.2,4.9,59.9,4.9,394,43.5,4.9,44,5
MICHIGAN,25 to 34,1182,1107,830,70.2,4,75,3.9,629,53.2,4.4,56.9,4.5
MICHIGAN,35 to 44,1221,1136,900,73.7,3.8,79.2,3.6,768,62.9,4.2,67.6,4.2
MICHIGAN,45 to 64,2676,2611,2141,80,2.3,82,2.3,1906,71.2,2.6,73,2.6
MICHIGAN,65+,1512,1480,1214,80.3,3.1,82.1,3,1134,75,3.3,76.7,3.3
MINNESOTA,Total,4055,3903,3085,76.1,2,79,1.9,2859,70.5,2.1,73.2,2.1
MINNESOTA,18 to 24,531,510,329,61.8,6.3,64.5,6.3,303,57,6.4,59.4,6.5
MINNESOTA,25 to 34,650,596,435,66.8,5.5,72.9,5.4,384,59,5.7,64.4,5.8
MINNESOTA,35 to 44,701,659,518,73.9,4.9,78.6,4.7,478,68.2,5.2,72.6,5.2
MINNESOTA,45 to 64,1410,1387,1151,81.6,3.1,83,3,1081,76.6,3.4,77.9,3.3
MINNESOTA,65+,762,751,652,85.6,3.8,86.8,3.7,613,80.5,4.3,81.6,4.2
MISSISSIPPI,Total,2166,2130,1794,82.8,2,84.2,1.9,1588,73.3,2.3,74.5,2.3
MISSISSIPPI,18 to 24,300,294,222,73.9,6.1,75.5,6.1,187,62.4,6.8,63.8,6.8
MISSISSIPPI,25 to 34,397,390,333,83.8,4.5,85.2,4.3,279,70.2,5.5,71.3,5.5
MISSISSIPPI,35 to 44,320,309,255,79.6,5.4,82.3,5.2,222,69.4,6.2,71.8,6.2
MISSISSIPPI,45 to 64,734,727,614,83.7,3.3,84.5,3.2,563,76.7,3.8,77.4,3.7
MISSISSIPPI,65+,416,410,371,89.2,3.7,90.6,3.5,337,80.9,4.7,82.2,4.6
MISSOURI,Total,4521,4409,3384,74.8,1.9,76.7,1.9,2818,62.3,2.2,63.9,2.2
MISSOURI,18 to 24,525,520,332,63.3,6.4,64,6.4,223,42.5,6.5,42.9,6.6
MISSOURI,25 to 34,857,809,585,68.2,4.8,72.3,4.8,448,52.3,5.2,55.4,5.3
MISSOURI,35 to 44,669,651,498,74.5,5.1,76.6,5,427,63.8,5.6,65.6,5.6
MISSOURI,45 to 64,1714,1684,1344,78.4,3,79.8,3,1175,68.5,3.4,69.8,3.4
MISSOURI,65+,755,745,624,82.7,4.2,83.7,4.1,545,72.2,4.9,73.1,4.9
MONTANA,Total,768,754,553,72,2.3,73.3,2.3,495,64.5,2.4,65.7,2.4
MONTANA,18 to 24,82,79,53,65,7.5,66.9,7.5,33,40.7,7.7,41.9,7.8
MONTANA,25 to 34,138,137,77,55.9,6,56.2,6,65,47.4,6,47.7,6
MONTANA,35 to 44,109,105,69,63.3,6.5,65.7,6.5,62,57.1,6.7,59.2,6.8
MONTANA,45 to 64,254,249,201,79.1,3.6,80.5,3.5,189,74.3,3.9,75.6,3.8
MONTANA,65+,186,184,153,82.3,4,83.2,3.9,146,78.6,4.2,79.4,4.2
NEBRASKA,Total,1371,1296,901,65.7,2.5,69.5,2.5,798,58.2,2.6,61.6,2.6
NEBRASKA,18 to 24,168,151,71,42.2,7.4,47,7.9,61,36.2,7.2,40.3,7.8
NEBRASKA,25 to 34,242,224,137,56.5,6.2,61,6.3,110,45.4,6.2,49,6.5
NEBRASKA,35 to 44,235,218,145,61.8,6.2,66.6,6.2,128,54.4,6.3,58.7,6.5
NEBRASKA,45 to 64,462,445,331,71.7,4.1,74.5,4,300,64.9,4.3,67.4,4.3
NEBRASKA,65+,264,259,217,82.2,4.6,83.8,4.4,200,75.7,5.1,77.2,5.1
NEVADA,Total,2039,1808,1176,57.7,2.5,65,2.6,1048,51.4,2.5,57.9,2.6
NEVADA,18 to 24,320,295,145,45.4,6.3,49.1,6.6,122,38.2,6.2,41.4,6.5
NEVADA,25 to 34,364,310,189,52,6,61.2,6.3,158,43.4,5.9,51,6.5
NEVADA,35 to 44,307,247,158,51.6,6.5,64.1,6.9,146,47.5,6.5,58.9,7.1
NEVADA,45 to 64,680,606,413,60.7,4.3,68.1,4.3,376,55.2,4.3,61.9,4.5
NEVADA,65+,369,350,270,73.4,5.2,77.3,5.1,246,66.8,5.6,70.4,5.6
NEW HAMPSHIRE,Total,1028,991,752,73.1,2.4,75.9,2.3,688,66.9,2.5,69.4,2.5
NEW HAMPSHIRE,18 to 24,123,119,71,57.5,7.6,59.6,7.7,61,50,7.7,51.9,7.8
NEW HAMPSHIRE,25 to 34,160,147,99,62,6.6,67.4,6.6,91,56.7,6.7,61.7,6.9
NEW HAMPSHIRE,35 to 44,150,143,100,66.7,6.6,69.8,6.6,90,60,6.8,62.8,6.9
NEW HAMPSHIRE,45 to 64,425,414,337,79.4,3.4,81.5,3.3,312,73.4,3.7,75.4,3.6
NEW HAMPSHIRE,65+,171,169,145,84.8,4.7,85.8,4.6,134,78.6,5.4,79.6,5.3
NEW JERSEY,Total,6730,5929,4326,64.3,1.8,73,1.7,3670,54.5,1.8,61.9,1.9
NEW JERSEY,18 to 24,792,707,379,47.8,5.3,53.6,5.6,276,34.9,5.1,39.1,5.5
NEW JERSEY,25 to 34,1068,842,556,52.1,4.6,66,4.9,475,44.5,4.6,56.4,5.1
NEW JERSEY,35 to 44,1186,939,655,55.2,4.3,69.8,4.5,536,45.2,4.3,57.1,4.9
NEW JERSEY,45 to 64,2424,2217,1732,71.4,2.8,78.1,2.6,1545,63.7,2.9,69.7,2.9
NEW JERSEY,65+,1259,1224,1004,79.8,3.4,82,3.3,838,66.5,4,68.4,4
NEW MEXICO,Total,1553,1426,978,63,2.5,68.6,2.5,878,56.5,2.5,61.6,2.6
NEW MEXICO,18 to 24,177,163,84,47.4,7.6,51.3,7.9,66,37.1,7.3,40.2,7.7
NEW MEXICO,25 to 34,286,248,157,54.8,5.9,63.1,6.2,130,45.6,5.9,52.5,6.4
NEW MEXICO,35 to 44,257,224,139,54.1,6.3,62.2,6.5,123,47.8,6.3,54.9,6.7
NEW MEXICO,45 to 64,588,551,414,70.4,3.8,75.1,3.7,390,66.3,3.9,70.8,3.9
NEW MEXICO,65+,246,240,185,75.2,5.5,77.2,5.5,169,68.8,5.9,70.6,5.9
NEW YORK,Total,15066,13082,8887,59,1.2,67.9,1.2,7675,50.9,1.2,58.7,1.3
NEW YORK,18 to 24,2028,1790,926,45.7,3.4,51.8,3.6,710,35,3.2,39.6,3.5
NEW YORK,25 to 34,2775,2171,1387,50,2.9,63.9,3.1,1145,41.3,2.8,52.7,3.3
NEW YORK,35 to 44,2334,1871,1288,55.2,3.1,68.8,3.3,1133,48.5,3.2,60.5,3.4
NEW YORK,45 to 64,5217,4706,3381,64.8,2,71.8,2,3046,58.4,2.1,64.7,2.1
NEW YORK,65+,2712,2543,1904,70.2,2.7,74.9,2.6,1642,60.5,2.9,64.6,2.9
NORTH CAROLINA,Total,7265,6712,5295,72.9,1.6,78.9,1.5,4624,63.7,1.7,68.9,1.7
NORTH CAROLINA,18 to 24,863,779,496,57.5,5,63.7,5.2,389,45.1,5.1,50,5.4
NORTH CAROLINA,25 to 34,1220,1021,816,66.9,4,79.9,3.8,676,55.4,4.3,66.2,4.4
NORTH CAROLINA,35 to 44,1320,1172,919,69.6,3.8,78.4,3.6,792,60,4,67.6,4.1
NORTH CAROLINA,45 to 64,2470,2373,1925,77.9,2.5,81.1,2.4,1710,69.2,2.8,72.1,2.8
NORTH CAROLINA,65+,1390,1366,1138,81.9,3.1,83.3,3,1057,76,3.4,77.3,3.4
NORTH DAKOTA,Total,528,514,383,72.5,2.3,74.5,2.3,328,62.2,2.5,63.9,2.5
NORTH DAKOTA,18 to 24,67,66,43,NA,NA,65.1,6.9,32,NA,NA,48.9,7.2
NORTH DAKOTA,25 to 34,111,106,74,66.4,5.3,69.8,5.2,62,55.7,5.5,58.6,5.6
NORTH DAKOTA,35 to 44,71,69,55,NA,NA,79.5,5.7,44,NA,NA,64,6.8
NORTH DAKOTA,45 to 64,194,190,148,76.3,3.6,77.8,3.5,129,66.9,4,68.2,4
NORTH DAKOTA,65+,85,84,64,75.7,5.5,76.2,5.5,61,71.9,5.7,72.3,5.7
OHIO,Total,8750,8550,6076,69.4,1.5,71.1,1.5,5395,61.7,1.6,63.1,1.6
OHIO,18 to 24,1145,1105,629,55,4.4,57,4.5,511,44.7,4.4,46.3,4.5
OHIO,25 to 34,1413,1352,917,64.9,3.8,67.8,3.8,772,54.6,4,57.1,4
OHIO,35 to 44,1340,1274,903,67.4,3.8,70.9,3.8,772,57.6,4.1,60.6,4.1
OHIO,45 to 64,3213,3179,2325,72.4,2.4,73.1,2.4,2159,67.2,2.5,67.9,2.5
OHIO,65+,1640,1640,1302,79.4,3,79.4,3,1181,72,3.3,72,3.3
OKLAHOMA,Total,2808,2733,1806,64.3,2.5,66.1,2.5,1431,51,2.6,52.4,2.6
OKLAHOMA,18 to 24,325,323,130,40.1,7.5,40.3,7.5,88,27.2,6.8,27.3,6.8
OKLAHOMA,25 to 34,567,540,296,52.3,5.7,54.9,5.9,184,32.4,5.4,34.1,5.6
OKLAHOMA,35 to 44,433,418,281,64.8,6.3,67.1,6.3,212,49,6.6,50.8,6.7
OKLAHOMA,45 to 64,1001,980,720,72,3.9,73.5,3.9,602,60.1,4.2,61.4,4.3
OKLAHOMA,65+,483,473,378,78.4,5.1,80,5,345,71.5,5.6,73,5.6
OREGON,Total,2998,2806,2086,69.6,2.4,74.3,2.3,1897,63.3,2.5,67.6,2.5
OREGON,18 to 24,391,364,216,55.3,7.1,59.4,7.3,186,47.6,7.1,51.1,7.4
OREGON,25 to 34,461,399,256,55.5,6.5,64.1,6.8,215,46.7,6.6,53.9,7.1
OREGON,35 to 44,527,479,345,65.5,5.9,72,5.8,296,56.2,6.1,61.8,6.3
OREGON,45 to 64,1004,961,756,75.3,3.8,78.7,3.7,709,70.6,4.1,73.7,4
OREGON,65+,616,604,513,83.3,4.2,84.9,4.1,491,79.7,4.6,81.3,4.5
PENNSYLVANIA,Total,9847,9452,6795,69,1.4,71.9,1.4,5824,59.1,1.5,61.6,1.5
PENNSYLVANIA,18 to 24,1198,1137,645,53.8,4.3,56.7,4.4,478,39.9,4.2,42.1,4.4
PENNSYLVANIA,25 to 34,1543,1442,984,63.8,3.7,68.2,3.7,790,51.2,3.8,54.8,3.9
PENNSYLVANIA,35 to 44,1520,1442,1054,69.4,3.5,73.1,3.5,928,61,3.8,64.4,3.8
PENNSYLVANIA,45 to 64,3674,3547,2648,72.1,2.2,74.6,2.2,2331,63.4,2.4,65.7,2.4
PENNSYLVANIA,65+,1913,1883,1463,76.5,2.9,77.7,2.9,1297,67.8,3.2,68.9,3.2
RHODE ISLAND,Total,817,751,552,67.5,2.5,73.5,2.5,469,57.4,2.7,62.5,2.7
RHODE ISLAND,18 to 24,99,89,61,61.8,7.5,68.9,7.6,45,45.2,7.7,50.3,8.2
RHODE ISLAND,25 to 34,121,108,70,57.8,6.9,64.8,7.1,58,47.6,7,53.3,7.4
RHODE ISLAND,35 to 44,150,127,89,59.5,6.2,69.9,6.3,76,50.9,6.3,59.9,6.7
RHODE ISLAND,45 to 64,290,272,213,73.4,4,78.3,3.9,185,64,4.3,68.3,4.3
RHODE ISLAND,65+,158,155,119,75.5,5.3,76.6,5.2,105,66.7,5.8,67.7,5.8
SOUTH CAROLINA,Total,3516,3380,2479,70.5,2.3,73.3,2.3,2187,62.2,2.4,64.7,2.4
SOUTH CAROLINA,18 to 24,474,451,265,55.9,6.8,58.8,6.9,243,51.3,6.8,54,7
SOUTH CAROLINA,25 to 34,510,476,364,71.3,5.9,76.4,5.8,293,57.5,6.5,61.6,6.6
SOUTH CAROLINA,35 to 44,601,561,405,67.3,5.7,72.2,5.6,343,57,6,61.1,6.1
SOUTH CAROLINA,45 to 64,1319,1289,956,72.4,3.7,74.2,3.6,866,65.7,3.9,67.2,3.9
SOUTH CAROLINA,65+,612,604,489,80,4.8,81,4.7,442,72.3,5.4,73.2,5.4
SOUTH DAKOTA,Total,616,607,454,73.7,2.1,74.8,2.1,370,60.1,2.4,61,2.4
SOUTH DAKOTA,18 to 24,95,94,52,54.4,6.1,54.7,6.1,31,32.7,5.8,32.9,5.8
SOUTH DAKOTA,25 to 34,103,101,65,63.2,5.7,64.5,5.7,46,44.6,5.9,45.6,5.9
SOUTH DAKOTA,35 to 44,82,79,64,78.3,5.4,81.2,5.3,53,63.9,6.3,66.3,6.4
SOUTH DAKOTA,45 to 64,204,202,167,82,3.2,82.7,3.2,145,70.9,3.8,71.5,3.8
SOUTH DAKOTA,65+,132,130,106,80.4,4.1,81.2,4.1,96,72.9,4.6,73.7,4.6
TENNESSEE,Total,4849,4678,3210,66.2,2,68.6,2,2606,53.7,2.1,55.7,2.2
TENNESSEE,18 to 24,610,590,306,50.2,6,51.9,6.1,207,34,5.7,35.2,5.9
TENNESSEE,25 to 34,833,773,517,62,5,66.8,5.1,395,47.4,5.2,51,5.4
