state,age,total_pop,total_citizen_pop,total_registered,pct_total_registered,pct_total_registered_moe,pct_citizen_registered,pct_citizen_registered_moe,total_voted,pct_total_voted,pct_total_voted_moe,pct_citizen_voted,pct_citizen_voted_moe
SOUTH DAKOTA,35 to 44,86,85,62,71.7,6.5,72.6,6.5,42,48.1,7.2,48.7,7.3
SOUTH DAKOTA,45 to 64,233,233,161,68.8,4.1,68.9,4.1,124,52.9,4.4,53,4.4
SOUTH DAKOTA,65+,111,111,87,78.8,5.2,78.8,5.2,68,61.4,6.2,61.4,6.2
TENNESSEE,Total,4975,4815,3088,62.1,2.1,64.1,2.1,1763,35.4,2,36.6,2.1
TENNESSEE,18 to 24,661,652,272,41.1,5.7,41.7,5.8,78,11.8,3.8,11.9,3.8
TENNESSEE,25 to 34,803,741,387,48.2,5.3,52.2,5.5,137,17.1,4,18.5,4.3
TENNESSEE,35 to 44,817,772,515,63.1,5.1,66.7,5.1,300,36.7,5.1,38.8,5.3
TENNESSEE,45 to 64,1750,1714,1184,67.7,3.4,69.1,3.3,747,42.7,3.5,43.6,3.6
TENNESSEE,65+,945,935,730,77.3,4.1,78.1,4.1,502,53.1,4.9,53.7,4.9
TEXAS,Total,19354,16844,9946,51.4,1.1,59.1,1.2,5836,30.2,1,34.6,1.1
TEXAS,18 to 24,2611,2371,864,33.1,2.8,36.4,3,287,11,1.9,12.1,2
TEXAS,25 to 34,3815,3137,1551,40.6,2.4,49.4,2.7,687,18,1.9,21.9,2.2
TEXAS,35 to 44,3558,2816,1646,46.3,2.5,58.4,2.8,835,23.5,2.2,29.7,2.6
TEXAS,45 to 64,6416,5681,3801,59.2,1.9,66.9,1.9,2478,38.6,1.8,43.6,2
TEXAS,65+,2954,2839,2085,70.6,2.5,73.4,2.5,1548,52.4,2.8,54.5,2.8
UTAH,Total,2026,1924,1101,54.3,2.2,57.2,2.3,703,34.7,2.1,36.5,2.2
UTAH,18 to 24,259,250,74,28.7,5.6,29.8,5.8,35,13.4,4.3,13.9,4.4
UTAH,25 to 34,457,428,195,42.7,4.6,45.6,4.8,99,21.8,3.9,23.3,4.1
UTAH,35 to 44,436,410,242,55.6,4.8,59.2,4.9,121,27.7,4.3,29.5,4.5
UTAH,45 to 64,589,558,374,63.5,4,67,4,258,43.9,4.1,46.3,4.2
UTAH,65+,286,279,215,75.3,5.1,77.3,5,189,66.1,5.6,67.9,5.6
VERMONT,Total,493,482,324,65.7,2.7,67.2,2.7,205,41.6,2.8,42.5,2.8
VERMONT,18 to 24,55,55,19,NA,NA,NA,NA,6,NA,NA,NA,NA
VERMONT,25 to 34,74,72,30,NA,NA,NA,NA,12,NA,NA,NA,NA
VERMONT,35 to 44,74,72,49,NA,NA,NA,NA,28,NA,NA,NA,NA
VERMONT,45 to 64,184,179,140,75.7,4,78.1,3.9,93,50.7,4.6,52.3,4.7
VERMONT,65+,106,105,86,81,4.8,82,4.7,65,61.5,5.9,62.2,6
VIRGINIA,Total,6221,5888,3924,63.1,1.9,66.6,1.9,2453,39.4,1.9,41.7,2
VIRGINIA,18 to 24,728,681,315,43.2,5.6,46.2,5.9,112,15.4,4.1,16.5,4.4
VIRGINIA,25 to 34,1075,973,606,56.3,4.6,62.3,4.8,258,24,4,26.6,4.3
VIRGINIA,35 to 44,1094,989,697,63.8,4.5,70.5,4.4,403,36.9,4.5,40.8,4.8
VIRGINIA,45 to 64,2160,2086,1449,67.1,3.1,69.4,3.1,1017,47.1,3.3,48.7,3.4
VIRGINIA,65+,1165,1159,858,73.7,4,74,3.9,662,56.8,4.4,57.1,4.5
WASHINGTON,Total,5333,4776,3281,61.5,2,68.7,2,2390,44.8,2.1,50,2.2
WASHINGTON,18 to 24,592,522,237,40,6.1,45.4,6.6,127,21.4,5.1,24.3,5.7
WASHINGTON,25 to 34,1008,840,458,45.4,4.8,54.5,5.2,247,24.5,4.1,29.4,4.8
WASHINGTON,35 to 44,908,773,565,62.3,4.9,73.2,4.8,345,38,4.9,44.6,5.4
WASHINGTON,45 to 64,1796,1655,1242,69.1,3.3,75,3.2,981,54.6,3.6,59.3,3.7
WASHINGTON,65+,1029,986,779,75.7,4.1,79,3.9,690,67.1,4.5,70,4.4
WEST VIRGINIA,Total,1449,1440,896,61.8,2.5,62.2,2.5,484,33.4,2.5,33.6,2.5
WEST VIRGINIA,18 to 24,185,183,85,46.2,7.3,46.6,7.3,26,14.3,5.1,14.4,5.2
WEST VIRGINIA,25 to 34,206,204,120,58,6.8,58.8,6.8,41,19.8,5.5,20,5.6
WEST VIRGINIA,35 to 44,216,212,125,57.8,6.7,58.8,6.7,63,29.1,6.1,29.5,6.2
WEST VIRGINIA,45 to 64,505,504,316,62.6,4.3,62.7,4.3,189,37.4,4.3,37.4,4.3
WEST VIRGINIA,65+,338,338,250,74.1,4.7,74.1,4.7,165,49,5.4,49,5.4
WISCONSIN,Total,4356,4232,3005,69,2.1,71,2.1,2343,53.8,2.3,55.4,2.3
WISCONSIN,18 to 24,489,470,223,45.6,6.8,47.4,7,131,26.9,6.1,27.9,6.3
WISCONSIN,25 to 34,756,724,415,54.9,5.5,57.3,5.6,287,38,5.3,39.6,5.5
WISCONSIN,35 to 44,661,639,456,69,5.4,71.4,5.4,336,50.8,5.9,52.6,6
WISCONSIN,45 to 64,1656,1604,1282,77.4,3.1,79.9,3,1041,62.9,3.6,64.9,3.6
WISCONSIN,65+,795,794,629,79.1,4.4,79.2,4.4,548,68.9,5,68.9,5
WYOMING,Total,441,427,241,54.7,2.7,56.5,2.7,172,39.1,2.6,40.3,2.7
WYOMING,18 to 24,52,51,14,NA,NA,NA,NA,7,NA,NA,NA,NA
WYOMING,25 to 34,80,75,39,48.5,6.3,51.6,6.5,21,26.7,5.6,28.4,5.8
WYOMING,35 to 44,73,70,36,NA,NA,NA,NA,21,NA,NA,NA,NA
WYOMING,45 to 64,153,151,95,62.5,4.4,63.1,4.4,75,49,4.5,49.5,4.6
WYOMING,65+,82,80,57,68.9,5.7,71.1,5.7,48,58.3,6.1,60.1,6.2
