from_fips,to_fips,mi_to_county
01031,01109,27.5389399448077
01031,08041,1163.60614799666
01031,47125,361.153456963043
01031,01073,157.763594365562
01031,48027,679.206910612788
01031,13051,290.611723230256
01033,01077,16.3019794168968
01033,01059,18.1946782565141
01033,01089,71.1233448375258
01033,01079,29.7844343126692
01033,01103,56.9817145509684
01035,01053,23.6032567563357
01035,01099,25.3285103312712
01035,01039,34.4993781786245
01037,01121,30.5035482723926
01037,01123,26.1799720451891
01039,01031,29.241773195851
01039,12091,40.864272892533
01039,01041,34.6265380217063
01039,12131,45.3057673921581
01041,01109,22.6225469912079
01041,01101,33.2265358462904
01041,01039,34.6265380217063
01043,01103,22.3250298049966
01043,01073,39.9996597747188
01043,01095,33.6066509016736
01043,01009,20.3179999953674
01043,01089,47.3008366645932
01043,01127,34.137764328516
01043,01133,28.3474928795087
01043,01117,61.0384190666449
01045,01069,26.3829777926245
01045,01031,22.4764920417836
01045,01061,26.687503533661
01045,01109,32.0866328185063
01045,01067,22.5763697924097
01045,01005,32.6846514865081
01045,48141,1212.58035866297
01045,12005,82.4447860033505
01045,36045,1011.52203622626
01047,01101,53.9463879605785
01047,01001,30.7763708418057
01047,01073,85.2281690960501
01047,01125,70.2265488544398
01047,01051,59.498357574445
01047,01085,29.9849355813426
01047,48453,640.758164521406
01049,01095,31.3157461055316
01049,01071,23.115922798286
01049,01055,31.4419653097576
01049,01019,28.3637137769966
01049,01073,88.5835460346406
01049,47065,59.0985359705927
01049,01089,47.3704164642305
01051,01101,27.4261655393413
01051,01001,29.5175849409829
01051,01123,27.1296610063499
01051,01081,45.9681820971181
01051,01117,55.4935040808098
01051,01097,179.042702852681
01051,01087,29.9704599543137
01051,01003,163.784659621816
01051,01073,79.1805664299447
01053,12033,36.66707659505
01053,01003,46.8434524375758
01053,01035,23.6032567563357
01053,01097,68.0262951772017
01053,01099,34.1268420320957
01053,12113,30.3000900215329
01055,01095,24.4356502769024
01055,01015,22.6080658514978
01055,01073,60.132878101572
01055,01115,28.1951581014745
01055,01049,31.4419653097576
01055,01019,21.8143894536734
01055,01009,30.8991955975248
01055,01089,57.6098313663908
01055,01117,65.6502815976211
01055,01121,47.569400033196
01055,01003,254.529233518201
01057,01125,33.2740739246176
01057,01093,29.0156179186129
01059,01033,18.1946782565141
01059,01077,33.7394360636402
01059,01093,21.1045714473842
01059,01133,33.7227947569688
01059,01103,56.7788873801973
01059,28141,30.2950212280159
01059,01125,81.6701633922277
01059,28057,31.690773936396
01061,01069,31.5711701655655
01061,01031,23.6115923225351
01061,01045,26.687503533661
01061,12059,15.5360800357514
01063,01125,40.0172491376371
01065,01125,37.5821998736255
01065,01091,36.2535652462863
01067,01069,25.0123053691518
01067,01045,22.5763697924097
01067,01005,26.3030871615297
01069,01045,26.3829777926245
01069,01067,25.0123053691518
01069,01061,31.5711701655655
01069,01031,44.2471215808825
01069,12005,66.6493476434328
01069,01109,58.3593356104955
01069,12063,26.0933286631496
01069,01101,89.8015425829876
01069,01005,49.6447778256363
01069,01097,174.983967541573
01069,12073,77.3654598835142
01069,01073,190.021792242153
01069,01123,121.447667372088
01069,12091,84.1164793498338
01069,48453,738.729051547876
01069,01081,99.9553429290534
01071,01049,23.115922798286
01071,01089,32.5625152119117
01071,01095,36.9829346172142
01071,47115,32.6581616039885
01071,47065,51.707425409947
01071,13083,27.4279863668913
01071,01073,98.7504521717931
01073,01117,23.698326087011
01073,01115,35.1866208308243
01073,01125,40.4397155531146
01073,01009,34.870900981190204
01073,01089,85.9574740006608
01073,01127,28.4927117324373
01073,13121,140.58389257286
01073,01003,206.057237551703
01073,01101,101.553991284916
01073,48453,672.924432379194
01073,01043,39.9996597747188
01073,01121,43.4490858332706
01073,13089,154.284283648469
01073,01097,212.310853555316
01073,47037,180.837317232376
01073,13067,136.0658079674
01073,01081,110.848705177204
01073,48201,560.668044305894
01073,01015,63.578387066453
01073,01021,49.3110235863077
01073,13135,167.429761638473
01073,01055,60.132878101572
01073,47157,204.775794138285
01073,01007,39.4573610483597
01073,06037,1792.68729913669
01073,01051,79.1805664299447
01073,17031,577.741432863481
01073,48113,573.934634053987
01073,01103,62.3220712805846
01073,12031,379.550084631888
01073,37119,364.82275423508
01073,47065,147.127133075728
01073,01069,190.021792242153
01073,12057,474.363685228741
01073,22071,299.769805515021
01073,01001,71.7723035225608
01073,12005,240.819500698583
01073,12033,204.900665156498
01073,04013,1472.0505144918
01073,06073,1720.11125497838
01073,48439,603.388987480678
01073,36061,867.76402055688
01073,01047,85.2281690960501
01073,12091,200.295624532766
01073,01095,61.7684300009257
01073,13097,122.987971061248
01073,12095,479.497397450752
01073,13063,143.00177538384
01073,01123,79.3394689434475
01073,28047,251.775508798673
01073,47187,161.783961771055
01073,06001,1975.88485599935
01073,01049,88.5835460346406
01073,01083,86.9714895712829
01073,12011,637.253951942328
01073,26163,634.791822681308
01073,22051,335.362254250159
01073,01033,94.8066961900295
01073,11001,662.595563642293
01073,12103,461.801606538288
01073,13151,158.130730708469
01073,47149,160.543577884255
01073,01077,102.793512461615
01073,21111,327.736749906987
01073,01133,49.5228770018047
01073,32003,1598.57737549201
01073,37183,493.194339713072
01075,01093,26.9776488502217
01075,28087,29.7731387130812
01077,01033,16.3019794168968
01077,01089,63.1228612480977
01077,01083,38.5139553064442
01077,01073,102.793512461615
01077,01059,33.7394360636402
01077,01103,55.2728261202408
01077,47099,26.169700687907
01077,01079,31.9122326213595
01077,47037,100.054914414784
01077,47181,25.2630429855754
01079,01103,27.5713730705377
01079,01033,29.7844343126692
01079,01077,31.9122326213595
01079,01083,27.3827844684485
01079,01089,46.7110719344532
01079,01059,30.2823739432212
01081,01113,23.7740187153545
01081,13215,28.5879413772638
01081,01017,21.8035816103321
01081,01073,110.848705177204
01081,01087,24.8412205628477
01081,01123,31.5349965269664
01081,01101,56.8202632417119
01081,13121,96.6007856564753
01081,13285,35.2113290622752
01081,01051,45.9681820971181
01081,01089,164.376148455932
01081,01117,89.3118409810466
01081,01003,194.603382321255
01081,48453,745.112203660577
01081,01097,213.441051657609
01081,13089,103.639330034302
01081,13135,121.108763931752
01081,13145,27.0993133149874
01081,13067,102.68171175858
01081,12033,180.566787050796
01081,13077,62.0479124530317
01083,01089,24.6243017568484
01083,01103,25.7505299835529
01083,01077,38.5139553064442
01083,47055,27.2891758532205
01083,01073,86.9714895712829
01085,01101,26.4095993598178
01085,01013,27.4379821668627
01087,01081,24.8412205628477
01087,01101,32.4199221466373
01089,01083,24.6243017568484
01089,01103,27.2043675951142
01089,01073,85.9574740006608
01089,47103,26.2472039592609
01089,01095,34.0204294414294
01089,47037,97.9553653070482
01089,01097,297.648287017066
01089,01077,63.1228612480977
01089,48453,719.909101809018
01089,01071,32.5625152119117
01089,13121,136.643242413401
01089,01117,103.984640925084
01089,01125,116.05485356895
01089,48201,617.276086927051
01089,01043,47.3008366645932
01089,13089,149.43725989638
01089,47065,81.1018792659358
01089,01081,164.376148455932
01089,06037,1798.96444500182
01089,01003,292.005414404105
01089,13067,126.330540324644
01089,13135,154.547524228642
01089,01033,71.1233448375258
01089,01101,178.047131955735
01089,48113,603.131595109348
01089,48439,631.710155481902
01089,47149,74.9418453622337
01089,47055,40.8571044390102
01089,08041,1031.50744991214
01089,01055,57.6098313663908
01089,04013,1484.26659077384
01089,17031,496.184182678234
01089,01049,47.3704164642305
01089,12057,534.622616140398
01089,47157,191.537999463331
01089,51059,584.700881993989
01089,12005,317.316484031687
01089,12009,563.927588279028
01089,37119,325.229985621591
01089,47125,128.685851227109
01089,12095,529.921499591903
01089,12091,283.181737262043
01089,47187,80.5220168927356
01089,48029,790.140152720261
01089,01015,80.2083023068863
01089,13063,148.169627645547
01091,01125,73.7036755129611
01091,01025,38.868804235937
01091,01065,36.2535652462863
01091,01073,104.083927474375
01093,01133,29.6111324449285
01093,01057,29.0156179186129
01093,01059,21.1045714473842
01093,01075,26.9776488502217
01093,01073,69.4798865103081
01093,01127,40.9886492013087
01095,01049,31.3157461055316
01095,01089,34.0204294414294
01095,01055,24.4356502769024
01095,01009,26.9030262263712
01095,01043,33.6066509016736
01095,01103,31.5523321032455
01095,01071,36.9829346172142
01095,01073,61.7684300009257
01097,01003,26.8293634811526
01097,28059,29.6393181065963
01097,01073,212.310853555316
01097,12033,51.2213606087166
01097,48453,566.133065315384
01097,28047,55.9220554908175
01097,48201,433.140580867345
01097,01129,49.9141310983228
01097,01101,157.519261229005
01097,01125,184.3082575763
01097,13121,305.75650213872
01097,01025,72.6773188044946
01097,28039,28.9737779425264
01097,01117,199.134147339449
01097,13067,308.712956151951
01097,01089,297.648287017066
01097,13135,332.459925434952
01097,22051,136.948302789335
01097,12091,95.229552223517
01097,13089,315.088161810885
01097,12113,70.2576160306244
01097,47037,387.577031415217
01097,22071,112.242357327626
01097,12057,401.121225416331
01097,48113,524.286248814886
01097,01053,68.0262951772017
01097,12031,390.498963448792
01097,12095,439.20134082088
01097,06037,1763.40956220921
01097,22033,172.508937601708
01097,12086,585.21956740807
01097,22103,106.16001596547
01097,48439,553.380647248926
01097,01081,213.441051657609
01097,01099,78.3839218927558
01099,01003,67.1632889993598
01099,01053,34.1268420320957
01099,01035,25.3285103312712
01099,01097,78.3839218927558
01101,01051,27.4261655393413
01101,01001,34.4934427264388
01101,01073,101.553991284916
01101,48453,691.81708062027
01101,01081,56.8202632417119
01101,01085,26.4095993598178
01101,13121,148.756028095807
01101,01047,53.9463879605785
01101,01117,78.2081339008478
01101,01109,31.9078932788872
01101,01097,157.519261229005
01101,01087,32.4199221466373
01101,01003,140.188063428645
01101,13089,157.653127153677
01101,01041,33.2265358462904
01101,01089,178.047131955735
01101,13063,139.569515622795
01101,13135,175.068679957224
01101,01125,107.289477553241
01101,01013,41.9587341354781
01101,13067,152.621336091295
01101,01123,51.3059694658259
01101,13215,80.3999762522185
01101,01011,29.3203891583831
01101,48029,754.63966698056
01101,47037,275.990873066219
01101,01031,56.79204428194
01101,06037,1850.94026563651
01101,12091,108.714502588371
01101,01069,89.8015425829876
01101,12031,298.37344296423
01101,01021,54.2861859421186
01101,12033,128.76243558764
01101,13077,115.406616058738
01101,48201,567.468564768035
01101,01113,59.7181914424483
01103,01089,27.2043675951142
01103,01079,27.5713730705377
01103,01083,25.7505299835529
01103,01043,22.3250298049966
01103,01095,31.5523321032455
01103,01073,62.3220712805846
01103,01077,55.2728261202408
01103,01125,89.3143769979875
01103,47037,118.521383147386
01103,48453,696.276912896069
01105,01125,46.9113663158193
01105,01047,23.5553856249603
01107,01125,33.1543783867809
01107,28087,23.1688260541814
01109,01101,31.9078932788872
01109,01031,27.5389399448077
01109,01041,22.6225469912079
01109,01069,58.3593356104955
01109,01045,32.0866328185063
01111,01017,26.4862504781202
01111,01015,38.7856332016402
01111,01027,23.072872966764
01111,13045,29.6452118636221
01113,13215,23.7323427339199
01113,01081,23.7740187153545
01113,48027,727.737681171207
01113,13145,34.4591608927132
01115,01073,35.1866208308243
01115,01117,37.4568305879
01115,01121,25.075090701027
01115,01055,28.1951581014745
01115,01015,28.6226992750482
01115,01009,23.2889475047344
01117,01073,23.698326087011
01117,01021,28.3900725863567
01117,01115,37.4568305879
01117,01125,48.8328629647989
01117,01121,29.9180075759286
01117,01003,190.477083737274
01117,01089,103.984640925084
01117,01081,89.3118409810466
01117,01007,31.084953431962
01117,01101,78.2081339008478
01117,13121,132.392008269297
01117,01097,199.134147339449
01117,01015,60.5371291125
01117,01043,61.0384190666449
01117,13089,145.520422478898
01117,13135,160.170112525796
01117,01127,51.2018516644661
01117,12005,217.888144437231
01117,01055,65.6502815976211
01117,01123,57.8804288999082
01117,48201,564.197011743822
01117,48453,679.523587833422
01117,01009,49.7782780557255
01117,12091,179.508145615527
01117,01001,50.2379456016557
01117,47157,226.68831446174
01117,48113,585.952554437681
01117,47037,200.889819875411
01119,01125,61.9079654242625
01119,28075,29.974248927024
01119,01091,33.9610126434769
01121,01015,34.4496809487352
01121,01115,25.075090701027
01121,01073,43.4490858332706
01121,01117,29.9180075759286
01121,01037,30.5035482723926
01121,01027,19.4243319609385
01121,01123,41.1816438761836
01121,01125,77.955311033531
01121,01081,71.1965241710911
01121,01055,47.569400033196
01123,01081,31.5349965269664
01123,01051,27.1296610063499
01123,01037,26.1799720451891
01123,01101,51.3059694658259
01123,01121,41.1816438761836
01123,01073,79.3394689434475
01123,01117,57.8804288999082
01123,01017,23.9550352898759
01125,01073,40.4397155531146
01125,01065,37.5821998736255
01125,01117,48.8328629647989
01125,01107,33.1543783867809
01125,01007,29.7182919927348
01125,01089,116.05485356895
01125,01063,40.0172491376371
01125,01003,182.253378556797
01125,01101,107.289477553241
01125,01097,184.3082575763
01125,48453,633.085591163779
01125,01057,33.2740739246176
01125,13121,179.266868367904
01125,47037,203.279664926035
01125,01091,73.7036755129611
01125,48201,520.248805371903
01125,13089,192.736213866073
01125,01115,75.4365002665541
01125,13067,175.496709282099
01125,28087,54.3600264604245
01127,01073,28.4927117324373
01127,01133,25.4298392446181
01127,01043,34.137764328516
01127,01117,51.2018516644661
01127,01057,26.2256773819941
01127,01125,36.9204783021249
01129,01097,49.9141310983228
01129,01025,29.6680843495214
01131,01025,36.9105137445086
01133,01093,29.6111324449285
01133,01127,25.4298392446181
01133,01043,28.3474928795087
01133,01059,33.7227947569688
01133,01073,49.5228770018047
02013,53033,1783.36551980703
02016,53033,2613.63943748402
02016,02020,1368.10790697082
02020,02170,69.5508439498552
02020,02122,117.086085207856
02020,53033,1435.61714872668
02020,02090,256.838226611278
02020,04013,2519.84075719671
02020,32003,2277.04461612766
02020,53053,1451.09286740787
02020,06037,2312.68427689684
02020,48201,3243.99283104892
02020,08041,2439.62700220748
02020,37051,3493.48575490785
02020,41051,1526.15796122815
02020,02110,558.118488256834
02020,15003,2777.6283703377
02020,48027,3108.31073765016
02020,48453,3148.62705955898
02020,02050,363.788017714983
02020,06073,2423.54447386504
02020,48029,3169.08914109736
02020,48141,2795.60372453794
02020,53061,1407.52823325952
02020,06067,1972.92365316456
02020,02261,141.694946984447
02020,06071,2326.99914648822
02020,16001,1822.04331811714
02020,02150,293.492257448168
02020,53011,1511.63507578991
02020,04019,2613.5527666048
02020,53067,1437.3641952764
02020,53063,1562.13489033833
02020,49035,2107.34087107028
02020,02180,528.541029655413
02020,48439,3014.02346896919
02020,02188,515.643955009352
02020,06065,2400.57630125737
02020,02185,583.889501218141
02020,48113,3030.73925645477
02020,41067,1506.8691467586
02020,41039,1605.56368333252
02020,12005,3540.06625292828
02020,13179,3588.8302646845
02020,17031,2827.6940061136
02020,53073,1364.02179636933
02020,12091,3483.62569437102
02020,41017,1652.19113566951
02020,15001,2888.83889996131
02020,37085,3474.28325520697
02020,08059,2374.59762939157
02020,40109,2851.27687688617
02020,47125,3128.16075591706
02020,08031,2376.41536048712
02020,53035,1403.94496064628
02020,02070,330.501634614617
02020,04021,2577.44785700084
02020,12057,3783.41572149425
02020,02240,267.660346094256
02020,25017,3331.36935254018
02020,29169,2895.0568936877
02020,36045,3100.42379069472
02020,11001,3340.82036888237
02020,20061,2680.28292359299
02020,41005,1554.2338223698
02050,02020,363.788017714983
02050,02170,363.607365276686
02070,02020,330.501634614617
02090,02020,256.838226611278
02090,02170,193.791218440922
02090,53053,1524.22074911598
02090,53033,1503.71008139051
02090,08041,2453.52408632172
02090,02290,152.626509390297
02090,04013,2595.64204334834
02090,02122,349.752011616792
02090,15003,3033.56126035259
02090,32003,2357.11285393461
02090,48029,3186.51223333667
02090,48141,2843.80786987718
02090,02240,116.324776605076
02090,37051,3409.07191114599
02090,48027,3115.9369097023
02090,48201,3245.53541216638
02090,47125,3072.68910757785
02090,41051,1610.04564478198
02090,02110,596.251140164092
02090,20061,2656.10387495687
02090,36045,2976.81079399544
02090,06037,2417.21259701762
02090,13215,3382.53436277656
02090,13179,3524.39768660202
02105,02110,41.9469483290075
02110,02020,558.118488256834
02110,53033,907.615040000983
02110,41051,1014.51173966238
02122,02020,117.086085207856
02122,02170,158.409995922597
02122,02090,349.752011616792
02122,41051,1587.82109038864
02122,04013,2580.1569298529
02130,02110,232.77421362078
02130,02020,765.187310674092
02150,02020,293.492257448168
02164,02020,330.298590600875
02170,02020,69.5508439498552
02170,02122,158.409995922597
02170,02090,193.791218440922
02170,04013,2561.50456196492
02170,53033,1473.78050068383
02170,53063,1593.54286154402
02180,02020,528.541029655413
02185,02020,583.889501218141
02188,02020,515.643955009352
02195,02110,122.155367171698
02198,02130,69.3881281136386
02220,02110,95.0422474478091
02240,02090,116.324776605076
02240,02020,267.660346094256
02240,02170,226.025915209114
02261,02020,141.694946984447
02261,02170,154.392403083797
02290,02090,152.626509390297
02290,02020,298.734548059703
04001,35031,70.8781202323511
04001,04013,221.70587885884
04001,04017,46.5935085782641
04001,35045,101.619837451798
04001,04005,131.693233770517
04001,35001,161.074607915748
04001,04019,260.658065585569
04001,49037,155.445759733006
04001,04021,201.304986432114
04003,04019,120.08706143816
04003,04013,188.925644315971
04003,48141,206.365391493594
04003,08041,562.813500877347
04003,06071,423.893677289323
04003,06073,416.850520847866
04003,48027,725.203499946693
04003,15003,3050.99586624842
04003,04021,118.279606394429
04003,32003,424.442144695561
04003,53053,1235.08007897012
04003,04025,250.167245909237
04003,48029,688.120577236178
04003,04009,72.9111700551792
04003,06037,517.876084675389
04003,37051,1788.70603661115
04003,47125,1314.57061412418
04003,13073,1598.28105801959
04003,36045,1999.97552735364
04005,04013,176.411542363034
04005,04025,94.3867051397449
04005,04017,87.0562323391033
04005,04019,255.746348998027
04005,04001,131.693233770517
04005,32003,182.993004359473
04005,04015,111.035741261006
04005,04021,202.446325971951
04005,06073,344.693270942353
04005,06037,384.01676835951
04005,35031,198.192378617632
04005,35045,198.054468105328
04005,49035,334.386220743222
04005,53033,956.865382741718
04005,08041,448.574327650285
04005,49053,137.302477659251
04005,48453,901.3147988336
04005,41051,871.206098523284
04005,04007,151.145815894913
04005,06071,257.302145917625
04005,49025,99.8961076596214
04005,06065,280.375097231618
04005,06059,371.795503173426
04007,04013,101.647495143609
04007,04021,68.1658191377952
04007,04025,116.215432618971
04007,04019,127.851755703132
04007,04017,114.109559010031
04007,04009,80.0933089712092
04009,04013,154.10203890743
04009,04019,124.068922857885
04009,04011,42.4921916681052
04009,04003,72.9111700551792
04009,04007,80.0933089712092
04011,04009,42.4921916681052
04011,04013,188.023961693636
04011,04019,166.481842844657
04012,04013,92.6953079426652
04012,04015,138.477712702834
04012,06065,112.824362204095
04012,06071,145.071460148456
04013,04021,71.6557022733733
04013,06037,336.302466691371
04013,04019,93.8102642103897
04013,04025,88.7946048315263
04013,06073,248.509125600141
04013,32003,244.276521835933
04013,04005,176.411542363034
04013,48453,894.634429116518
04013,06059,305.08448758141
04013,53033,1092.02350256375
04013,04017,187.961299886509
04013,17031,1475.7508207051
04013,06065,203.671522736107
04013,06071,235.261028017807
04013,48113,910.184776004106
04013,48201,1033.58275377917
04013,04027,91.007663413138
04013,49035,506.833307005936
04013,04007,101.647495143609
04013,48439,880.555048537142
04013,06085,583.236039221128
04013,08031,611.976434616789
04013,41067,1013.54262725135
04013,08041,583.817806440464
04013,48029,866.249626321957
04013,48141,380.153509422897
04013,53053,1072.59157209495
04013,35001,353.169064234414
04013,41051,993.682837326215
04013,04001,221.70587885884
04013,04015,178.70352758956
04013,06067,607.309296702379
04013,06001,606.991563346271
04013,53061,1124.36090497368
04013,08005,627.940611463615
04013,27053,1293.1680694245
04013,04003,188.925644315971
04013,15003,2896.64663389285
04013,06075,664.682426521281
04013,49049,470.256367135686
04013,08059,589.628520919492
04013,36061,2166.80075774704
04013,48085,918.687433132778
04013,06111,387.15823073154
04013,08001,638.524770981782
04013,06013,617.42379862288
04013,08035,589.649338969961
04013,26125,1699.9020554779
04013,12011,1974.38387973081
04013,37119,1804.39054916552
04013,53063,1018.8592372035
04013,53011,1008.23484641521
04013,12086,1988.63270281419
04013,32031,645.056744235808
04013,39049,1688.62056093515
04013,48121,887.465970889123
04013,12099,1964.38924231679
04013,12057,1824.60312308775
04013,16001,726.641742269471
04013,06029,381.438611222894
04013,13121,1608.83305993277
04013,17043,1453.13670414671
04013,06019,468.451716355364
04013,08069,636.151248682675
04013,08013,609.381752965417
04013,02020,2519.84075719671
04013,36047,2167.63914396028
04013,12095,1870.25259771255
04013,31055,1049.95751060251
04013,04023,158.379207723918
04013,26163,1700.56634440736
04013,40109,872.05993859034
04013,12103,1802.22743978624
04013,20091,1055.83621630146
04013,48027,891.335280880505
04013,55079,1506.07163582538
04013,17097,1494.22750059324
04013,35035,392.655790893878
04013,41039,920.196033070455
04013,06061,604.780449816624
04013,06077,585.570559961135
04013,19153,1182.69459669916
04013,41005,965.645598985998
04013,53035,1120.2251045494
04013,42101,2104.75210237825
04013,40143,958.025037082638
04013,48491,891.355419678383
04013,04009,154.10203890743
04013,06081,622.853506831917
04013,39035,1771.73411653582
04013,49011,531.606858405203
04013,51059,1989.91861181944
04013,35013,335.806038674016
04013,35045,321.877286285805
04013,53067,1083.68969622896
04013,37183,1923.45498125866
04013,25017,2303.01389415693
04013,47037,1468.08574529815
04013,06083,440.007989780635
04013,24031,1993.92319038093
04013,41017,867.894871614613
04013,06095,628.470474377041
04013,12031,1815.9135871059
04013,29095,1082.96368800677
04013,27037,1298.48472423653
04013,35031,286.366257321653
04013,08123,669.251137535784
04013,29189,1282.11913809299
04013,11001,2003.84861760337
04013,36081,2173.57973181704
04013,13089,1622.78200886715
04013,25025,2321.88209399439
04013,37051,1918.45457329361
04013,42003,1850.95725668187
04013,49053,276.287588038559
04013,06097,684.962999415245
04013,35043,357.990855706935
04013,41047,962.30886946683
04013,06025,166.692546290061
04013,13067,1601.60236545845
04013,17197,1451.14021886872
04013,18097,1522.53195794613
04013,27123,1309.09900171022
04013,55025,1414.91901954133
04013,26099,1723.56030920778
04013,48135,588.032633920689
04013,08077,451.79913113179
04013,36091,2181.18753174759
04013,06053,538.639653822026
04013,41029,835.719668008256
04013,06099,560.081266156826
04013,36103,2233.74812681002
04013,12071,1883.85576854922
04013,35049,400.978137268002
04013,16055,1014.01686239009
04013,26081,1599.8811030701
04013,46103,900.937712011756
04013,48329,617.636062173665
04013,51013,1999.35424500315
04013,49057,548.536097199243
04013,21111,1535.56379246118
04013,47157,1293.93286677372
04013,48157,1019.35375585849
04013,48339,1018.22375555854
04013,06079,474.732555795842
04013,51810,2063.73516142408
04013,53005,963.969443159824
04013,15009,2823.6022589037
04013,20173,895.892362028436
04013,36059,2186.67203842619
04013,12009,1910.8858939864
04013,17089,1437.92905789526
04013,13135,1632.84462016884
04013,15001,2801.56895691066
04013,29183,1271.67052541157
04013,38017,1231.91767988321
04013,38105,1136.39248819688
04013,39153,1775.06793171951
04013,08067,378.09594856419
04013,12127,1868.19265715337
04013,04012,92.6953079426652
04013,31109,1009.3902748375
04013,12081,1833.61982123057
04013,35025,527.068253317185
04013,46099,1105.28651214855
04013,06041,660.089744464461
04013,06087,593.489250267424
04013,12117,1877.54248835959
04013,18057,1531.42750322378
04013,30111,898.057419389044
04013,36029,1931.02676824166
04013,45019,1877.41219335153
04013,09001,2198.97782418463
04013,29510,1292.77411415244
04013,53073,1173.85695727018
04013,17111,1444.51137794083
04013,34017,2161.06223193561
04013,36119,2179.13001517152
04013,38101,1173.74859043259
04013,39061,1601.5998093198
04013,05007,1053.05376065672
04013,06017,585.061904257788
04013,30029,1037.34598561154
04013,34023,2143.44085707365
04013,47125,1435.18177212358
04013,09003,2232.95639132487
04013,24003,2028.36894352828
04013,26161,1670.95153312561
04013,53077,1004.36423814924
04013,06089,733.701521590525
04013,06107,408.394174013997
04013,34003,2161.6468037889
04013,36055,1993.8555358253
04013,37133,1995.36874239737
04013,39095,1682.15314152344
04013,12101,1809.58260283393
04013,17201,1410.342158464
04013,24005,2025.49083967109
04013,29047,1084.82113296863
04013,30063,948.07593889323
04013,31153,1046.55817527204
04013,44007,2292.49625832838
04013,53029,1151.32169173795
04013,53057,1152.07805080672
04013,55133,1466.57712277096
04013,12091,1524.87914946287
04013,18089,1481.84619264334
04013,34025,2156.74508039558
04013,09009,2223.40030265316
04013,10003,2077.39807093595
04013,12115,1840.79571938744
04013,13051,1822.27924739333
04013,16019,695.892417540214
04013,18141,1538.79838408737
04013,25027,2274.8570995487
04013,08014,614.852724562228
04013,12069,1842.49839611628
04013,25021,2313.42388869342
04013,34027,2136.7671385
04013,45045,1719.90598515466
04013,51710,2050.84224042324
04013,56021,697.041149237305
04013,02090,2595.64204334834
04013,02170,2561.50456196492
04013,26049,1689.64480269457
04013,27003,1312.6039045728
04013,29077,1111.25484384171
04013,30031,845.095459597473
04013,42045,2090.62150882905
04013,47187,1461.90168575709
04013,48303,615.232981015491
04013,12033,1482.78540392317
04013,16065,722.963780741996
04013,37081,1858.44582100244
04013,39113,1619.35717167253
04013,51107,1970.52209436979
04013,56025,733.957224586649
04013,08101,558.712440936602
04013,12097,1890.8856285558
04013,22033,1267.35364464137
04013,24033,2013.00249197115
04013,26077,1586.72871434505
04013,42091,2092.45719044276
04013,48215,981.528164614112
04013,48355,970.350561364948
04013,51153,1979.00906804828
04013,06047,534.565951127251
