gdp,iso3,period,hlthexp,pctf_primary,pctf_secondary,area
6586.7192089878,MNE,2012,14297.6943960242,48.2404518127441,50.3803405761719,Montenegro
2904.74672773209,MAR,2012,5467.86195112113,47.5663986206055,45.3954200744629,Morocco
566.051387255338,MOZ,2012,1015.34632629918,47.4985313415527,47.7671394348145,Mozambique
1175.56178795298,MMR,2012,655.795030596415,NA,NA,Myanmar
5749.4047524812,NAM,2012,14102.5555234571,49.1175918579102,52.9448699951172,Namibia
10099.4220024211,NRU,2012,11676.00791268,51.2269897460938,46.560848236084,Nauru
681.792586817722,NPL,2012,1116.55398503708,50.4266586303711,50.3465995788574,Nepal
49474.705606422,NLD,2012,168214.660718128,48.6336898803711,50.3921318054199,Netherlands
39970.2562445037,NZL,2012,121590.412123146,48.9096488952637,50.223690032959,New Zealand
1792.0380448462,NIC,2012,4311.7574609527,NA,NA,Nicaragua
391.515487867272,NER,2012,718.154398250816,44.5877304077148,39.1889801025391,Niger
2755.29778740678,NGA,2012,2759.85818316056,48.3698081970215,NA,Nigeria
13980.4162478127,MNP,2012,NA,NA,NA,Northern Mariana Islands
101668.170658652,NOR,2012,278087.434267966,49,51.2765083312988,Norway
22134.8013712314,OMN,2012,17973.4850326156,49.2054290771484,48.8428688049316,Oman
1261.20896743422,PAK,2012,1053.08226632791,44.4732208251953,40.5872383117676,Pakistan
10338.0624337605,PLW,2012,30368.0853444112,NA,NA,Palau
10715.7166112987,PAN,2012,21878.389507116,48.2350997924805,NA,Panama
2865.873252112,PNG,2012,3058.16946751735,45.9072418212891,42.6767311096191,Papua New Guinea
3855.53773490999,PRY,2012,11657.5192876858,48.2593612670898,50.8125686645508,Paraguay
6387.78528050603,PER,2012,10161.0639910542,48.7655792236328,48.2569618225098,Peru
2581.81854799715,PHL,2012,3496.62372688595,NA,NA,Philippines
13145.5392627865,POL,2012,25901.5440583745,48.7559700012207,52.9012794494629,Poland
20577.4026375899,PRT,2012,59234.2180059702,48.0835800170898,51.7193298339844,Portugal
27944.7338937424,PRI,2012,NA,48.9804801940918,NA,Puerto Rico
88564.8229796416,QAT,2012,60912.4437888046,48.9529113769531,49.361270904541,Qatar
8558.3976056224,ROU,2012,13646.0254084059,48.2305183410645,51.493839263916,Romania
15434.5747807126,RUS,2012,27987.234524198,48.9448699951172,50.388801574707,Russian Federation
679.860750417364,RWA,2012,1767.79999668626,50.7037696838379,52.7012405395508,Rwanda
4234.64075149378,WSM,2012,6839.20658493039,48.5051383972168,50.3285903930664,Samoa
56403.9948328626,SMR,2012,111641.063389336,45.6162605285645,53.2370300292969,San Marino
1380.94995917229,STP,2012,3667.20216267685,48.7799797058105,53.4852905273438,Sao Tome and Principe
25303.094621303,SAU,2012,27696.8576464984,49.4316101074219,48.2855606079102,Saudi Arabia
1038.07764613247,SEN,2012,1377.41650848414,52.1532287597656,47.9711799621582,Senegal
5659.38020403691,SRB,2012,16781.5096045557,48.5464897155762,50.4315299987793,Serbia
11998.4472138583,SYC,2012,15016.691198308,49.8103713989258,49.387809753418,Seychelles
561.898423858076,SLE,2012,2306.75884476632,49.8277206420898,NA,Sierra Leone
54715.6948277418,SGP,2012,70096.6435828081,NA,NA,Singapore
17274.6423040509,SVK,2012,40897.3558018599,48.5283584594727,50.9632301330566,Slovakia
22532.4356384588,SVN,2012,61043.0835099611,48.5583305358887,52.4053497314453,Slovenia
1928.95676078642,SLB,2012,3421.72616995882,47.8969116210938,46.7426795959473,Solomon Islands
7478.227664761,ZAF,2012,19646.2543260402,48.5068817138672,51.4595909118652,South Africa
1041.4596935123,SSD,2012,789.619758914617,NA,NA,South Sudan
28563.8590381915,ESP,2012,80636.6231449069,48.4267807006836,49.4670486450195,Spain
3350.61103586406,LKA,2012,2638.97520077783,49.2384414672852,51.1801910400391,Sri Lanka
13965.558111971,KNA,2012,24570.4733045555,49.6214714050293,50.6670303344727,Saint Kitts and Nevis
8218.05321207615,LCA,2012,17505.9128392366,48.8278694152832,49.9553718566895,Saint Lucia
6338.11778081316,VCT,2012,13374.8695662504,48.4903297424316,NA,Saint Vincent and the Grenadines
1892.89435161374,SDN,2012,3398.33864479799,46.4539985656738,47.4420394897461,Sudan
9272.41345281961,SUR,2012,16027.9694421874,48.0973892211914,59.7864799499512,Suriname
57134.0770682404,SWE,2012,178657.89388926,48.616039276123,50.1692504882813,Sweden
83538.2300783858,CHE,2012,273394.763393752,48.4826202392578,50.9329414367676,Switzerland
954.720525255865,TJK,2012,1781.58633522994,48.185920715332,46.4247703552246,Tajikistan
820.156289803745,TZA,2012,1313.86474121765,50.4523506164551,46.373291015625,United Republic of Tanzania
5859.88764411764,THA,2012,7595.48085966388,48.343921661377,52.3521499633789,Thailand
5767.01128530739,TLS,2012,1622.75076402502,47.9166488647461,50.043628692627,Timor-Leste
563.689544162652,TGO,2012,1089.76737901255,47.9222602844238,37.1977081298828,Togo
4500.75036182848,TON,2012,6232.82187725361,47.5612602233887,49.5966415405273,Tonga
19098.9453461221,TTO,2012,29678.5639601319,NA,NA,Trinidad and Tobago
4137.548140475,TUN,2012,8892.80536345907,48.2032089233398,52.4998397827148,Tunisia
11720.3138648812,TUR,2012,17611.8819446928,48.6408004760742,48.9708099365234,Turkey
6675.26295437575,TKM,2012,3933.7551554372,NA,NA,Turkmenistan
3512.51606764133,TUV,2012,16997.3488979446,NA,NA,Tuvalu
636.638193535726,UGA,2012,1537.49576039981,50.0767097473145,46.3569107055664,Uganda
3855.4212801318,UKR,2012,8716.61065389932,48.9349212646484,49.448371887207,Ukraine
42086.689953233,ARE,2012,41084.525076683,48.607349395752,NA,United Arab Emirates
41790.7791407408,GBR,2012,109126.870352099,48.8087882995605,49.0069808959961,United Kingdom
51450.9591148182,USA,2012,264868.288273952,48.5417098999023,48.9124984741211,United States of America
15092.0681918451,URY,2012,39222.1590028875,NA,NA,Uruguay
1740.4682979775,UZB,2012,3360.51309366702,48.3739318847656,48.340160369873,Uzbekistan
3158.58688044147,VUT,2012,3490.15161870314,NA,NA,Vanuatu
12755.0000818807,VEN,2012,18238.713312019,48.394359588623,51.1440505981445,Venezuela (Bolivarian Republic of)
1722.68393092336,VNM,2012,3356.81923857277,48.5520095825195,50.1760215759277,Viet Nam
37849.7287205036,VIR,2012,NA,NA,NA,United States Virgin Islands
2787.16973802917,PSE,2012,NA,48.5259208679199,51.4129600524902,State of Palestine
1421.17098353747,YEM,2012,2209.09543451081,44.2836418151855,38.9048385620117,Yemen
1734.93061223334,ZMB,2012,2600.21548894194,49.9730491638184,46.3071708679199,Zambia
968.163874686574,ZWE,2012,916.06021568,49.5565795898438,49.3114395141602,Zimbabwe
